Centaur Zendo round final (final)
round_id : ed66a8bcc5224722af04f6f7f297ccc3
written  : 2026-09-04 13:09:13Z
presented=2707  answered=2707  correct=2707  skipped=0
client answer latency: mean 0.178 ms  median 0.169 ms  max 1.389 ms  (n=2707)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  virel         24625/2                                   [--][--][--][---][]\n[--][---][----][--…  1
   1  virel         2362/2                                    [---][--][--]\n[---][----][]\n[][][---]…  1
   2  virel         262362/5                                  [----][----][---][--]\n[----][----][-][…  1
   3  virel         34343/1                                   [---][][-][-][--]\n[-][--][---][---]\n[…  1
   4  virel         3524/2                                    [----][--][--]\n[-][--][-][--]\n[----][…  1
   5  virel         552464/5                                  [----][][---][--][----][-]\n[--][--][--…  1
   6  virel         43364/5                                   [--][][][---][][---]\n[--][-][--][---][…  1
   7  virel         53524/4                                   [----][--][-][----]\n[----][----][--][-…  1
   8  virel         534223/6                                  [---][][----][----]\n[---][--][---][---…  1
   9  virel         53623/7                                   [-][---][-][][----]\n[-][---][---][-][-…  1
  10  virel         55652/8                                   [-][----][----][----][]\n[-][----][][--…  1
  11  virel         45565/9                                   [----][][-][--][----][--]\n[-][---][-][…  1
  12  virel         34666/5                                   [--][][---][-][--][--][-]\n[--][--][---…  1
  13  virel         66535/10                                  [-][][----][---][][][---]\n[----][----]…  1
  14  virel         6555/7                                    [-][--][-][-][--][--]\n[--][----][-][--…  1
  15  virel         46452/7                                   [-][--][][----][----]\n[-][--][-][----]…  1
  16  virel         462442/1                                  [][][----][-][----][-]\n[----][---][][-…  1
  17  virel         44232/1                                   [---][----][--]\n[----][----][-]\n[----…  1
  18  virel         26366/2                                   [---][----][-][--][---]\n[][-][--][-][-…  1
  19  virel         25444/3                                   [-][---][----][---]\n[----][--][--][---…  1
  20  virel         264/1                                     [--][----][]\n[-][----][-]\n[---][][---…  1
  21  virel         232636/6                                  [-][-][--][--][][----]\n[-][--][-][--][…  1
  22  virel         62436/1                                   [----][----][----][-]\n[-][--][][][-][-…  1
  23  virel         553353/3                                  [---][][][---][---][---]\n[-][--][][--]…  1
