Centaur Zendo round 5 (training)
round_id : 351d340bbdeb4ef3b2b51786da5215aa
written  : 2026-09-02 10:57:42Z
presented=457  answered=457  correct=448  skipped=0
client answer latency: mean 0.104 ms  median 0.101 ms  max 1.240 ms  (n=458)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  quaich        /|||--/|///-                              /|/|/|-|//--                              1
   1  quaich        -|-///-|/--/                              /|-|////----                              1
   2  quaich        -/-/-/-//-//|-|-                          /|-|//////------                          1
   3  quaich        //|///|-/|--/|                            /|/|/|/|///---                            1
   4  quaich        /|-///|/|-|/|//-                          /|/|/|/|/|///---                          1
   5  quaich        /|/--|//|/-|-|-|                          /|/|/|---|||//--                          1
   6  quaich        |-//||-//|/-                              /|/|/|-|//--                              1
   7  quaich        |||||//-/|/-/|                            ||--|||||/////                            1
   8  quaich        /||-|//--/|-                              //||--||//--                              1
   9  quaich        -|/--|/||||/-|                            |-|-|-|-|||///                            1
  10  quaich        |/|||--/-|/|-|/|-|                        ||||----|-||||////                        1
  11  quaich        -||-||/-//--                              /|---|||//--                              1
  12  quaich        |||-/||-|/|//|---/                        /|/|/|/|----||||/-                        1
  13  quaich        -/|---/||//-//                            //||-|////----                            1
  14  quaich        -/||-|||/-|//-                            /|/|/|---|||/-                            1
  15  quaich        -|/-|||----||/                            /|-----|||||/-                            1
  16  quaich        -/||-|--|-|/-|--                          --//------||||||                          1
  17  quaich        /-|-//--|--/|/                            /|--||////----                            1
  18  quaich        |/-/|//-|-|-||                            /|/|/|---|||/-                            1
  19  quaich        /||--//|-//-/-                            //||-|////----                            1
  20  quaich        /|//---//--//-//|-                        //||///////-------                        1
  21  quaich        ///--|/--/|//-                            //||/////-----                            1
  22  quaich        |-|//||//||-///|||                        ||--|||||||///////                        1
  23  quaich        ---||-|/-||/                              /|----||||/-                              1
  24  quaich        --|||/|/||/-                              |||---|||///                              1
  25  quaich        //||//-/|/-/||                            /|/|/|/|/|//--                            1
  26  quaich        |/--/-||/-|//-////                        ////||||/////-----                        1
  27  quaich        -|-||-||-/|||////-                        /|/|/|/|----||||/-                        1
  28  quaich        /-||--/--/|/|--|//                        //||---|||////----                        1
  29  quaich        -/-/|/|-/-|||/                            /|/|/|--||//--                            1
  30  quaich        /|/|/-|//--/-|/-||                        /|/|/|/|--||///---                        1
  31  quaich        |-|//-|-/|--/-|/                          //||---|||///---                          1
  32  quaich        //||//-|--|---||                          //||----||||//--                          1
  33  quaich        |-//|--|-/-//-                            /|--||////----                            1
  34  quaich        |||/|/-/|//|||/-                          ||--||||||//////                          1
  35  quaich        //-||//-|/-/                              ///|||///---                              1
  36  quaich        //////-/|---||                            ///|||////----                            1
  37  quaich        -/-|||-/-||-/-/--|                        /|-----|||||///---                        1
  38  quaich        -/-|--|-/-//////                          //||//////------                          1
  39  quaich        -/|//||-/-|/|-                            /|/|/|--||//--                            1
  40  quaich        |--|--/-/-||||                            /|-----|||||/-                            1
  41  quaich        /--/|---///--|//|/                        //||-|//////------                        1
  42  quaich        ||||/-/||//-/---/|                        /|/|/|/|---|||//--                        1
  43  quaich        -/|--|-|/||-|-/---                        ---///------||||||                        1
  44  quaich        /--/|-/-||/||/|-                          /|/|/|---|||//--                          1
  45  quaich        |-/|/-/||/||/|                            ||--|||||/////                            1
  46  quaich        ||//|-/||-///|                            /|/|/|/|/|-|/-                            1
  47  quaich        |////|-/|/-|-/|||/                        /|/|/|/|/|/|-|//--                        1
  48  quaich        /|//|/|-|/|-//-|                          /|/|/|/|/|-|//--                          1
  49  quaich        ----/|-/|||/--||                          /|-----|||||//--                          1
  50  quaich        |//|/-/|-|||-/                            /|/|/|/|--||/-                            1
  51  quaich        -|||/|--//||/-                            /|/|/|---|||/-                            1
  52  quaich        /--//|//|/-|                              ///|||///---                              1
  53  quaich        -///|-|-/|/|-|                            /|/|/|--||//--                            1
  54  quaich        /-|||/|-/|||--//                          /|/|/|/|---|||/-                          1
  55  quaich        -/|-|/|-|-|-                              /|----||||/-                              1
  56  quaich        |---/||-|/||//|--/                        /|/|/|----||||//--                        1
  57  quaich        /||/-|//-|/|/-|||-                        /|/|/|/|/|---|||/-                        1
  58  quaich        ||-|/-/|---||-//                          //||----||||//--                          1
  59  quaich        /--/||//|/|-/|-|                          /|/|/|/|--||//--                          1
  60  quaich        |//--|-/|-|/////                          ////||||////----                          1
  61  quaich        |||-|/-|//----                            /|----||||//--                            1
  62  quaich        /|/-/||-//-/                              ///|||///---                              1
  63  quaich        /||-|-//--/-/-/|                          //||--||////----                          1
  64  quaich        /-||/|-/--//||-/-|                        ///|||---|||///---                        1
  65  quaich        --|--|/-||//-|                            /|----||||//--                            1
  66  quaich        ||-/|||/--|-                              ||//||||----                              0
  67  quaich        |-/|-|-/|--/--|-                          ---///-----|||||                          1
  68  quaich        /-||/|/-|/||                              ||--||||////                              1
  69  quaich        --||/|-/-|-/-/                            /|---|||///---                            1
  70  quaich        -|/-///--|/||-///|                        ////||||-|////----                        1
