Centaur Zendo round 6 (training)
round_id : e020372450b14ae1b7ed1b6d467a1783
written  : 2026-09-04 12:49:30Z
presented=605  answered=605  correct=181  skipped=0
client answer latency: mean 0.087 ms  median 0.081 ms  max 0.218 ms  (n=606)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  sarn          p13213                                    pd plus psi pd plus                       0
   1  sarn          w532322                                   worthy wish wol wall wea wyn              0
   2  sarn          w413233                                   whale wo wall wea wall wall               0
   3  sarn          e7769                                     entrance executed express elementary      0
   4  sarn          h54554                                    hockey heaps hockey hockey heaps          1
   5  sarn          g27313                                    gar gasoline glee gi gail                 0
   6  sarn          g56811                                    gibson generic geometric ge ge            0
   7  sarn          g636                                      gabriel gasp griffin                      0
   8  sarn          d28151                                    dig depending de debate de                1
   9  sarn          r22231                                    rea roc ras riot re                       0
  10  sarn          e9664                                     electorate elegant elegant ernst          0
  11  sarn          g7534                                     giveaway groove gigi glove                0
  12  sarn          h654                                      harvard hockey heaps                      1
  13  sarn          b354                                      band booked basic                         1
  14  sarn          r7422                                     revision risen reb reb                    0
  15  sarn          b426534                                   basic boo britain booked band beast       1
  16  sarn          s9452                                     simulation steve senior sly               0
  17  sarn          r49245                                    rigid reflecting rok rainy recipe         0
  18  sarn          m97466                                    memorandum millions maple million milli…  0
  19  sarn          f3331                                     fore flap flea fi                         0
  20  sarn          f26432                                    fod fragile fetch flap fod                0
  21  sarn          t2225                                     ten tun tol thesis                        0
  22  sarn          c573275                                   closed compound cell can compound closed  0
  23  sarn          c64236                                    certain clean can cell current            1
  24  sarn          d56357                                    debate derived dean debate deadline       1
  25  sarn          a353533                                   able agency alum anyway andy aqua         0
  26  sarn          p822462                                   privately pue pue pence passage pue       0
  27  sarn          l231853                                   lek lima li liquefied lagoon lore         0
  28  sarn          b23237                                    boo band boo band blizzard                1
  29  sarn          r672                                      rightly restless rid                      0
  30  sarn          t26446                                    ten testify turbo turbo testify           0
  31  sarn          e477                                      ester examiner existent                   0
  32  sarn          e677252                                   empress existent existent ese evelyn ese  0
  33  sarn          g165                                      gi giraffe gotcha                         0
  34  sarn          d437443                                   death dean deadline death death dean      1
  35  sarn          t2335                                     ten tame taps thesis                      0
  36  sarn          p5447                                     parole pratt pratt portable               0
  37  sarn          a313                                      able an alum                              1
