Centaur Zendo round 5 (training)
round_id : b9976415a0a64ef2b16f3f141001f181
written  : 2026-09-04 17:05:43Z
presented=464  answered=384  correct=52  skipped=80
client answer latency: mean 0.109 ms  median 0.106 ms  max 0.226 ms  (n=464)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  sarn          w352254                                   None                                      0
   1  sarn          g31238                                    gave gat gull graft graduating            1
   2  sarn          a321                                      able and ae                               1
   3  sarn          c83746                                    community craft children curing company   0
   4  sarn          e52282                                    None                                      0
   5  sarn          h8425                                     homestead health hood holiday             1
   6  sarn          w1327                                     wet well wood wildlife                    0
   7  sarn          l1532                                     let longer louse lull                     1
   8  sarn          l1312                                     lat least lea leed                        0
   9  sarn          w4323                                     wealth wave weed well                     0
  10  sarn          s1546                                     saw sarcasm sparks special                1
  11  sarn          e25477                                    eddy enough every electric entirely       0
  12  sarn          e4958                                     None                                      0
  13  sarn          c52927                                    conger cull celebration cell condition    0
  14  sarn          b534                                      bummer bloom brown                        0
  15  sarn          g4338                                     geared gave graft gratitude               0
  16  sarn          h3327                                     house hell heed hesitant                  0
  17  sarn          b932532                                   battlefield bole beet baking bell bet     0
  18  sarn          l1458                                     law laugh likely livestock                0
  19  sarn          h53242                                    highway house heed health het             0
  20  sarn          h241                                      het highly hat                            0
  21  sarn          f2215                                     fet feel fe further                       0
  22  sarn          w553251                                   waking whilst well wood walter we         0
  23  sarn          l4445                                     limit lying laugh longer                  0
  24  sarn          w227375                                   None                                      0
  25  sarn          a53536                                    accuse able addict apart attitude         0
  26  sarn          m8753                                     malaysian missouri making mole            0
  27  sarn          t42533                                    these team taking tell test               0
  28  sarn          f3353                                     facet first fiance fell                   0
  29  sarn          m968                                      maintenance mutation moderately           0
  30  sarn          e464                                      every emperor eleven                      0
  31  sarn          d642                                      denmark death dull                        1
  32  sarn          c9346                                     None                                      0
  33  sarn          h24325                                    hull highly help heel history             0
  34  sarn          h68662                                    handbook homestead horrific hanging hull  0
  35  sarn          m94263                                    memorandum medal meet mutation mole       0
  36  sarn          l23123                                    lull louse let leed least                 1
  37  sarn          l2335                                     lull louse least longer                   1
  38  sarn          a835                                      ambulance able action                     0
  39  sarn          s433                                      seared save sole                          1
  40  sarn          a63537                                    None                                      0
  41  sarn          w3451                                     wave wealth waking we                     0
  42  sarn          e222666                                   eddy eric epic eternal ethical enhance    0
  43  sarn          e66637                                    enhance essence extract each emphasis     0
  44  sarn          h45848                                    None                                      0
  45  sarn          w3542                                     well waking wealth wood                   0
  46  sarn          e256                                      eddy enough elevated                      0
  47  sarn          d41464                                    death daw during denmark drill            0
  48  sarn          a537                                      None                                      0
  49  sarn          g728                                      geometric gull graduating                 1
  50  sarn          d924                                      degenerate does during                    1
  51  sarn          h334                                      hell hairy heath                          0
  52  sarn          g5688                                     grinder ganging gratitude graduating      0
  53  sarn          m262                                      mood mutation mull                        0
  54  sarn          d5394                                     daphne douse degenerate death             1
  55  sarn          f232231                                   food facet fell feed first fe             1
  56  sarn          p553646                                   None                                      0
  57  sarn          t523                                      taking team tell                          0
  58  sarn          c774                                      coaching composed curing                  0
  59  sarn          t16222                                    tat terrain team too top                  0
  60  sarn          c63756                                    None                                      0
  61  sarn          c45438                                    curing conger casual cell cincinnati      0
  62  sarn          w741                                      wrapping wealth we                        0
  63  sarn          e56798                                    enough exclude eighteen enormously equi…  0
  64  sarn          c6549                                     None                                      0
  65  sarn          l44655                                    lethal lively licensed likely longer      0
  66  sarn          t431                                      these tell te                             0
  67  sarn          h35353                                    hole highway habit hummer house           1
  68  sarn          m328                                      None                                      0
  69  sarn          e675                                      ethiopia extracted enough                 0
  70  sarn          f2433                                     fet friend feast from                     0
  71  sarn          m273572                                   mood murderer mouse monger minimize mull  0
  72  sarn          s25731                                    None                                      0
  73  sarn          w233                                      wea wave well                             0
  74  sarn          d5343                                     depict dairy during dell                  0
  75  sarn          r73252                                    reverend rave reed raking reel            0
  76  sarn          b472                                      None                                      0
  77  sarn          d132575                                   dor dell dull daphne daunting depict      0
  78  sarn          w527                                      waking wet wildfire                       0
  79  sarn          m7466                                     marginal moist mutation marilyn           1
  80  sarn          f2317                                     fell first for fireplace                  0
  81  sarn          l1524                                     law likely lea lizard                     0
  82  sarn          h532                                      history hairy hull                        0
  83  sarn          c174769                                   cat courtesy curing climbing compete ch…  0
  84  sarn          a485                                      None                                      0
  85  sarn          s28744                                    sell successful slaughter seared sparks   0
  86  sarn          f1223                                     fe feed full fell                         0
  87  sarn          a1675                                     ae alberta applause action                0
  88  sarn          m72827                                    None                                      0
  89  sarn          f53633                                    fiance fairy fondness feast from          0
  90  sarn          s751961                                   successor sarcasm saw sufficient specia…  0
  91  sarn          b745353                                   barefoot blair baking beast bummer bloom  0
  92  sarn          t235514                                   None                                      0
  93  sarn          p331                                      pell pole pea                             0
  94  sarn          s713                                      spinning sat sell                         0
  95  sarn          w44321                                    wealth wrong well wea waw                 0
  96  sarn          l3653                                     None                                      0
  97  sarn          w32224                                    wave wet well wood wealth                 0
  98  sarn          f324                                      from feel filth                           1
  99  sarn          t413                                      these te tell                             0
 100  sarn          s313352                                   sole set sell save summer sea             0
 101  sarn          r85427                                    regulatory raking radius reel radiation   0
 102  sarn          m612569                                   mutation me mood myself martian manipul…  0
 103  sarn          l314                                      louse let leave                           0
 104  sarn          l833125                                   None                                      0
 105  sarn          a143                                      ae andrea able                            1
 106  sarn          l865                                      livelihood locally likely                 0
 107  sarn          h472                                      highly hercules hull                      0
 108  sarn          f334                                      fell fairy filth                          0
 109  sarn          m3374                                     mouse mole marvelous marvin               0
 110  sarn          g5215                                     grinder get ge geology                    0
 111  sarn          e544                                      enough every eaten                        1
 112  sarn          p22773                                    None                                      0
 113  sarn          r3756                                     role revealing raking ranging             0
 114  sarn          b563493                                   baking banging bole brett brilliance be…  0
 115  sarn          m6582                                     mutation myself mediation meet            1
 116  sarn          r894674                                   None                                      0
 117  sarn          w45513                                    wealth waking whereas wea well            0
 118  sarn          h372                                      help hercules het                         0
 119  sarn          l232547                                   lull louse leed longer laugh lighting     0
 120  sarn          f446                                      filth feared fondness                     0
 121  sarn          h1322                                     het hole hell hood                        1
 122  sarn          t621                                      torpedo team tat                          0
 123  sarn          b2954                                     bell background baking blink              0
 124  sarn          h36566                                    habit hospital holiday heritage handbook  0
 125  sarn          h382434                                   habit homestead hood health house highly  0
 126  sarn          g138                                      ge graft gratitude                        0
 127  sarn          a545                                      addict annex almost                       0
 128  sarn          w4211                                     wealth weed wat waw                       0
 129  sarn          h62226                                    heritage hull heel heed handbook          0
 130  sarn          r732                                      resource role rea                         0
 131  sarn          l342416                                   least larry lea lover law lightly         0
 132  sarn          h562322                                   heavily handbook heel hell heed het       0
 133  sarn          e2568                                     eddy enough eligible equipment            0
 134  sarn          r174                                      ret reporter reveal                       0
 135  sarn          e64775                                    embrace every eligible estimate enough    0
 136  sarn          f346                                      fairy feared fondness                     0
 137  sarn          a6835                                     affluent authorized able accuse           0
 138  sarn          c2682                                     cell clarify continuum cull               0
 139  sarn          l43341                                    lease least louse lemon lat               0
 140  sarn          l282                                      None                                      0
 141  sarn          w727421                                   wandering well welcoming wealth wood we   0
 142  sarn          g174626                                   ge geometric geared gateway get goodness  0
 143  sarn          s14316                                    set seared sell se special                0
 144  sarn          t437272                                   None                                      0
 145  sarn          c88496                                    conjecture contradict curing congressma…  0
 146  sarn          t253253                                   team taking tell tie taylor typo          0
 147  sarn          m417146                                   model met magazine mat miles mutation     0
 148  sarn          s153385                                   None                                      0
 149  sarn          l2732                                     lull listening louse leed                 0
 150  sarn          t2274                                     team tear taunting these                  0
 151  sarn          g37323                                    graft geometric gloom good gave           1
 152  sarn          p64265                                    None                                      0
 153  sarn          l243                                      leed ladder least                         0
 154  sarn          m524                                      monger mull mutual                        0
 155  sarn          t4442                                     these toxin tudor team                    0
 156  sarn          r271449                                   None                                      0
 157  sarn          l23431                                    let louse liking least lea                0
 158  sarn          c422                                      curing cull cell                          0
 159  sarn          t572313                                   taking taunting team tell tea till        0
 160  sarn          d749763                                   None                                      0
 161  sarn          l2566                                     lea likely language learning              0
 162  sarn          r843                                      radically ranch role                      0
 163  sarn          l331343                                   least louse law lane linen laid           0
 164  sarn          h612                                      hospital hat het                          0
 165  sarn          d335254                                   douse dude daphne deed depict death       1
 166  sarn          p46443                                    point perfect paint pride pave            0
 167  sarn          a649                                      article award anticipate                  0
 168  sarn          c226                                      None                                      0
 169  sarn          w121312                                   wat weed waw wave wea wet                 0
 170  sarn          s5637                                     sarcasm special save stalking             0
 171  sarn          p66657                                    project perfect postwar peeled position   0
 172  sarn          r121                                      ret reel rea                              0
 173  sarn          c546373                                   conger curing coventry cell continued c…  0
 174  sarn          c9666                                     contribute crowned cynthia charger        0
 175  sarn          a3322                                     able anne abe aus                         0
 176  sarn          l543531                                   None                                      0
 177  sarn          a569453                                   almost attached archaeology auntie acti…  0
 178  sarn          a64834                                    african angle alexander able alert        0
 179  sarn          m59446                                    monger meditation mason meter mutation    0
 180  sarn          t634342                                   None                                      0
 181  sarn          b342                                      bell ballad bea                           0
 182  sarn          l321484                                   louse lull let ladies literally latter    0
 183  sarn          p121235                                   pat peed paw pell pave person             0
 184  sarn          e426                                      None                                      0
 185  sarn          w24442                                    wood wealth winter window weed            0
 186  sarn          g25442                                    goes geology geared going get             0
 187  sarn          h654415                                   hospital highway health highly het humm…  0
 188  sarn          w7433                                     None                                      0
 189  sarn          p6212                                     perfect pet pea pull                      0
 190  sarn          d8227                                     depending dull does daunting              0
 191  sarn          m974                                      misconduct modeling mitch                 0
 192  sarn          w157                                      None                                      0
 193  sarn          m323966                                   mole meet mouse miscarriage mutation mo…  0
 194  sarn          t423162                                   these team tell te teenage tail           0
 195  sarn          l116                                      law let license                           0
 196  sarn          l364113                                   None                                      0
 197  sarn          f141477                                   fe feared fet friend forefront fireplace  0
 198  sarn          c92421                                    comparable cull curing cell ce            0
 199  sarn          r262671                                   reel ranging rea russell retailer re      0
 200  sarn          r314                                      None                                      0
 201  sarn          c331348                                   cole cell cor craft curing chancellor     0
 202  sarn          t5532                                     taking trevor tell team                   0
 203  sarn          r555532                                   raking result review recent rave rea      0
 204  sarn          l5123                                     longer lea let louse                      0
 205  sarn          d237321                                   dull dave daunting dole does de           0
 206  sarn          r423                                      rodeo rood rouse                          0
 207  sarn          g532244                                   grinder gave get gull geared globe        0
 208  sarn          s75326                                    None                                      0
 209  sarn          d646                                      detailed during denmark                   1
 210  sarn          e287352                                   eddy equipment employee each enough ego   0
 211  sarn          t534                                      taking tell these                         0
 212  sarn          w444211                                   None                                      0
 213  sarn          c8438                                     complexity curing cave creativity         0
 214  sarn          r349159                                   rude raider regenerate ret raking regis…  0
 215  sarn          p51442                                    purple pea point pupil pet                0
 216  sarn          f23565                                    feel from family fondness fiance          0
 217  sarn          s33181                                    save sole sea sweetheart set              0
 218  sarn          p736463                                   premiere peril project point perfect pe…  0
 219  sarn          h424564                                   heath hell health however horrific high…  0
 220  sarn          p7346                                     None                                      0
 221  sarn          d73974                                    daunting douse degenerate diversity dea…  0
 222  sarn          b125235                                   be bull bummer beam bloom baking          0
 223  sarn          s418                                      seared set supporter                      0
 224  sarn          d6351                                     detailed dude depict daw                  1
 225  sarn          s145671                                   se sparks sarcasm special surviving saw   0
 226  sarn          t42272                                    these team till taunting tea              0
 227  sarn          l314                                      least law laura                           0
 228  sarn          a65673                                    None                                      0
 229  sarn          d419                                      death de degenerate                       1
 230  sarn          r52233                                    raking rood ream rude rave                0
 231  sarn          m3482                                     mouse morse methodist mood                0
 232  sarn          a331                                      None                                      0
 233  sarn          s43281                                    sparks sole seam screenplay sat           0
 234  sarn          p23212                                    pell peril pet paw pull                   0
 235  sarn          s189243                                   sat suspicion screenplay seam sparks so…  0
 236  sarn          c32644                                    None                                      0
 237  sarn          e749                                      expansion every emotionally               0
 238  sarn          h4642                                     highly horrific heath het                 0
 239  sarn          g16341                                    ge gateway gloom geared gat               0
 240  sarn          m559                                      None                                      0
 241  sarn          d16283                                    de detailed does depending dairy          0
 242  sarn          t246                                      team these tasting                        0
 243  sarn          b747553                                   bulletin beast bradford baking bummer b…  0
 244  sarn          t3531                                     None                                      0
 245  sarn          l3156                                     louse let longer lingerie                 0
 246  sarn          r674                                      ranging reliable rugby                    0
 247  sarn          t3132                                     tell tor turk team                        0
 248  sarn          f455813                                   None                                      0
 249  sarn          g345                                      gloom geared geology                      1
 250  sarn          l8242                                     livelihood leed letter let                0
 251  sarn          m35167                                    mole monger mat mutation mythical         0
 252  sarn          g5676                                     grinder goodness geometric ganging        1
 253  sarn          s7341                                     seventeen save seared sat                 0
 254  sarn          r6511                                     ranging raking ret rea                    0
 255  sarn          s6531                                     special summer save sat                   1
 256  sarn          b43436                                    None                                      0
 257  sarn          b94126                                    broadcaster backup bea beet banging       0
 258  sarn          t5546                                     taking tights these thyroid               0
 259  sarn          f61254                                    fondness for full fiance feared           0
 260  sarn          c476647                                   None                                      0
 261  sarn          e788677                                   excessive equipment enormously enrolled…  0
 262  sarn          t335                                      tell taps taking                          0
 263  sarn          p164322                                   pea perfect point pave pet pull           0
 264  sarn          d13221                                    de dole dell dull dor                     1
 265  sarn          p154                                      pat powered point                         0
 266  sarn          w323125                                   wave wood well wet weed waking            0
 267  sarn          m832254                                   migration mole mull met making music      0
 268  sarn          g72122                                    geometric get ge gull good                0
 269  sarn          t3422                                     tell these team type                      0
 270  sarn          e569528                                   enough educate experience expire eddy e…  0
 271  sarn          f341                                      facet feared fat                          1
 272  sarn          m3445                                     None                                      0
 273  sarn          d688322                                   detailed depending determined dell does…  0
 274  sarn          d2422                                     does during deed dell                     1
 275  sarn          p254674                                   pea picnic point project punching pluto   0
 276  sarn          h4231                                     heath heel hairy hat                      0
 277  sarn          d9343                                     degenerate douse death dude               1
 278  sarn          m463                                      marie mutation mouse                      0
 279  sarn          a71655                                    augustus ae alberto action accuse         0
 280  sarn          m128925                                   None                                      0
 281  sarn          s1453                                     set sparks sarcasm sole                   1
 282  sarn          a88442                                    antiquity appraisal agent animal amy      0
 283  sarn          b553                                      baking bummer beast                       0
 284  sarn          r443                                      None                                      0
 285  sarn          c6653                                     choosing convince conger cell             0
 286  sarn          e974779                                   experiment escalate every elective expo…  0
 287  sarn          a362                                      able abiding aye                          0
 288  sarn          f31136                                    from for fe facet fondness                0
 289  sarn          r21324                                    reed rat role reel ranger                 0
