Centaur Zendo round 1 (training)
round_id : 14553c4e80d344b596649434d5ab2755
written  : 2026-09-02 11:11:53Z
presented=550  answered=498  correct=3  skipped=52
client answer latency: mean 0.087 ms  median 0.081 ms  max 1.361 ms  (n=551)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  quilm         0203/3                                    101                                       0
   1  quilm         6495/4                                    4330                                      0
   2  quilm         9396/3                                    3132                                      0
   3  quilm         159/3                                     477                                       0
   4  quilm         970/2                                     968                                       0
   5  quilm         3296/3                                    2                                         0
   6  quilm         18397/3                                   18400                                     0
   7  quilm         406661/2                                  0                                         0
   8  quilm         1942/2                                    971                                       0
   9  quilm         6608/3                                    2203                                      0
  10  quilm         249651/2                                  124826                                    0
  11  quilm         1780/2                                    None                                      0
  12  quilm         95681/3                                   47840                                     0
  13  quilm         68224/2                                   45482                                     0
  14  quilm         13187/2                                   6593                                      0
  15  quilm         035/2                                     70                                        0
  16  quilm         10200/3                                   10197                                     0
  17  quilm         4154/4                                    2                                         0
  18  quilm         26412/2                                   26414                                     0
  19  quilm         14905/2                                   0                                         0
  20  quilm         464/2                                     232                                       0
  21  quilm         06438/3                                   2146                                      0
  22  quilm         9663/2                                    4832                                      0
  23  quilm         798/4                                     None                                      0
  24  quilm         04287/3                                   2143                                      0
  25  quilm         34509/4                                   23006                                     0
  26  quilm         611/3                                     203                                       0
  27  quilm         6927/2                                    13854                                     0
  28  quilm         0862/1                                    861                                       0
  29  quilm         95379/1                                   0                                         0
  30  quilm         529060/2                                  529062                                    0
  31  quilm         3602/2                                    0                                         0
  32  quilm         3857/3                                    2314                                      0
  33  quilm         8862/3                                    2954                                      0
  34  quilm         216/3                                     72                                        0
  35  quilm         271/3                                     None                                      0
  36  quilm         407673/2                                  135891                                    0
  37  quilm         4776/2                                    3184                                      0
  38  quilm         4358/2                                    2179                                      0
  39  quilm         071/4                                     284                                       0
  40  quilm         3290/2                                    3288                                      0
  41  quilm         60900/2                                   0                                         0
  42  quilm         4134/3                                    4137                                      0
  43  quilm         549313/3                                  274656                                    0
  44  quilm         9341/3                                    5604                                      0
  45  quilm         1502/4                                    376                                       0
  46  quilm         75802/3                                   25268                                     0
  47  quilm         0363/4                                    None                                      0
  48  quilm         00968/4                                   645                                       0
  49  quilm         724607/2                                  483071                                    0
  50  quilm         65367/1                                   65367                                     0
  51  quilm         732/3                                     2196                                      0
  52  quilm         786/3                                     783                                       0
  53  quilm         9146/3                                    2                                         0
  54  quilm         984/2                                     986                                       0
  55  quilm         05382/2                                   0                                         0
  56  quilm         40229/2                                   20114                                     0
  57  quilm         6989/3                                    2330                                      0
  58  quilm         29123/2                                   14562                                     0
  59  quilm         3894/2                                    None                                      0
  60  quilm         1783/2                                    594                                       0
  61  quilm         8291/1                                    5527                                      0
  62  quilm         45527/1                                   45527                                     0
  63  quilm         4065/1                                    4065                                      0
  64  quilm         73859/4                                   73855                                     0
  65  quilm         66577/1                                   0                                         0
  66  quilm         205/2                                     207                                       0
  67  quilm         985/1                                     None                                      0
  68  quilm         3125/3                                    1875                                      0
  69  quilm         0291/4                                    73                                        0
  70  quilm         53921/2                                   26961                                     0
  71  quilm         01706/2                                   None                                      0
  72  quilm         777/2                                     259                                       0
  73  quilm         8406/3                                    5604                                      0
  74  quilm         1924/4                                    481                                       0
  75  quilm         484540/2                                  969080                                    0
  76  quilm         94939/1                                   94938                                     0
  77  quilm         29565/3                                   0                                         0
  78  quilm         9725/2                                    9727                                      0
  79  quilm         60912/3                                   30456                                     0
  80  quilm         492/2                                     246                                       0
  81  quilm         6682/3                                    2227                                      0
  82  quilm         7834/2                                    3917                                      0
  83  quilm         5927/2                                    None                                      0
  84  quilm         3220/3                                    1610                                      0
  85  quilm         3143/2                                    2095                                      0
  86  quilm         885/2                                     442                                       0
  87  quilm         559/3                                     1677                                      0
  88  quilm         79325/2                                   79323                                     0
  89  quilm         104/3                                     2                                         0
  90  quilm         0865/1                                    866                                       0
  91  quilm         108/3                                     54                                        0
  92  quilm         9980/3                                    5988                                      0
  93  quilm         0113/3                                    38                                        0
  94  quilm         83890/2                                   41945                                     0
  95  quilm         076/4                                     None                                      0
  96  quilm         740/4                                     493                                       0
  97  quilm         373/1                                     248                                       0
  98  quilm         077/3                                     25                                        0
  99  quilm         854/2                                     1708                                      0
 100  quilm         539/1                                     538                                       0
 101  quilm         6751/3                                    1                                         0
 102  quilm         0169/2                                    171                                       0
 103  quilm         71862/3                                   35931                                     0
 104  quilm         556/3                                     333                                       0
 105  quilm         257/1                                     257                                       0
 106  quilm         92620/2                                   46310                                     0
 107  quilm         5186/4                                    None                                      0
 108  quilm         2470/4                                    1646                                      0
 109  quilm         830/3                                     553                                       0
 110  quilm         161/2                                     80                                        0
 111  quilm         76068/3                                   228204                                    0
 112  quilm         23176/4                                   23172                                     0
 113  quilm         719855/2                                  1                                         0
 114  quilm         39840/2                                   39842                                     0
 115  quilm         4984/3                                    2492                                      0
 116  quilm         894/2                                     447                                       0
 117  quilm         801/2                                     400                                       0
 118  quilm         35860/3                                   11954                                     0
 119  quilm         23340/1                                   None                                      0
 120  quilm         199/1                                     33                                        0
 121  quilm         1262/4                                    841                                       0
 122  quilm         02107/2                                   1053                                      0
 123  quilm         60736/3                                   182208                                    0
 124  quilm         70190/3                                   70187                                     0
 125  quilm         93718/2                                   0                                         0
 126  quilm         77035/4                                   77039                                     0
 127  quilm         578/4                                     385                                       0
 128  quilm         715/4                                     476                                       0
 129  quilm         81636/4                                   20409                                     0
 130  quilm         792217/2                                  396109                                    0
 131  quilm         202/4                                     None                                      0
 132  quilm         7708/4                                    5138                                      1
 133  quilm         04992/2                                   3328                                      0
 134  quilm         964723/3                                  321574                                    0
 135  quilm         648/4                                     2592                                      0
 136  quilm         587/2                                     585                                       0
 137  quilm         7287/2                                    1                                         0
 138  quilm         073/3                                     76                                        0
 139  quilm         427/3                                     213                                       0
 140  quilm         98115/2                                   49057                                     0
 141  quilm         35966/1                                   35966                                     0
 142  quilm         6678/2                                    3339                                      0
 143  quilm         23257/2                                   None                                      0
 144  quilm         9278/1                                    1546                                      0
 145  quilm         1896/4                                    1264                                      0
 146  quilm         5491/4                                    1372                                      0
 147  quilm         9590/2                                    19180                                     0
 148  quilm         014/2                                     12                                        0
 149  quilm         815/2                                     1                                         0
 150  quilm         09244/3                                   9247                                      0
 151  quilm         5036/3                                    2518                                      0
 152  quilm         535/2                                     267                                       0
 153  quilm         8580/3                                    2860                                      0
 154  quilm         06117/2                                   3059                                      0
 155  quilm         747/3                                     None                                      0
 156  quilm         60306/3                                   30153                                     0
 157  quilm         83265/3                                   55510                                     0
 158  quilm         9940/3                                    3313                                      0
 159  quilm         5002/2                                    10004                                     0
 160  quilm         86696/4                                   86692                                     0
 161  quilm         3891/3                                    0                                         0
 162  quilm         091/2                                     93                                        0
 163  quilm         598/2                                     0                                         0
 164  quilm         1531/3                                    918                                       0
 165  quilm         07256/4                                   1814                                      0
 166  quilm         2366/1                                    2366                                      0
 167  quilm         53728/4                                   None                                      0
 168  quilm         409/2                                     136                                       0
 169  quilm         775067/3                                  516711                                    0
 170  quilm         69211/2                                   34605                                     0
 171  quilm         464974/1                                  464974                                    0
 172  quilm         3000/4                                    2996                                      1
 173  quilm         848139/4                                  3                                         0
 174  quilm         548/2                                     550                                       1
 175  quilm         4589/3                                    2294                                      0
 176  quilm         6746/2                                    3373                                      0
 177  quilm         6868/2                                    3434                                      0
 178  quilm         79413/1                                   79413                                     0
 179  quilm         781/2                                     None                                      0
 180  quilm         42885/3                                   21442                                     0
 181  quilm         63592/4                                   42394                                     0
 182  quilm         5327/1                                    5327                                      0
 183  quilm         6737/1                                    6737                                      0
 184  quilm         88228/4                                   88224                                     0
 185  quilm         284/3                                     2                                         0
 186  quilm         755306/3                                  755309                                    0
 187  quilm         570/4                                     380                                       0
 188  quilm         4613/2                                    2306                                      0
 189  quilm         001616/2                                  808                                       0
 190  quilm         482474/3                                  160826                                    0
 191  quilm         2643/2                                    None                                      0
 192  quilm         53126/4                                   35417                                     0
 193  quilm         69642/2                                   46428                                     0
 194  quilm         03077/2                                   1538                                      0
 195  quilm         690/2                                     1380                                      0
 196  quilm         65500/2                                   65498                                     0
 197  quilm         7204/3                                    1                                         0
 198  quilm         489/1                                     490                                       0
 199  quilm         59091/1                                   None                                      0
 200  quilm         3288/4                                    2192                                      0
 201  quilm         63356/2                                   31678                                     0
 202  quilm         05768/3                                   1924                                      0
 203  quilm         850/3                                     None                                      0
 204  quilm         51254/2                                   17084                                     0
 205  quilm         096/3                                     64                                        0
 206  quilm         5989/2                                    2994                                      0
 207  quilm         22591/1                                   22591                                     0
 208  quilm         227/2                                     225                                       0
 209  quilm         834/3                                     0                                         0
 210  quilm         2703/3                                    2706                                      0
 211  quilm         2772/2                                    0                                         0
 212  quilm         85603/3                                   51361                                     0
 213  quilm         392/3                                     131                                       0
 214  quilm         033/2                                     17                                        0
 215  quilm         347809/2                                  None                                      0
 216  quilm         8167/3                                    4083                                      0
 217  quilm         220/2                                     146                                       0
 218  quilm         8722/2                                    4361                                      0
 219  quilm         9476/2                                    18952                                     0
 220  quilm         4818/1                                    4817                                      0
 221  quilm         03786/2                                   0                                         0
 222  quilm         352/2                                     354                                       0
 223  quilm         63981/2                                   0                                         0
 224  quilm         64751/2                                   32375                                     0
 225  quilm         18830/3                                   6277                                      0
 226  quilm         75215/2                                   37608                                     0
 227  quilm         05135/1                                   None                                      0
 228  quilm         11134/2                                   3711                                      0
 229  quilm         7514/2                                    5009                                      0
 230  quilm         8429/3                                    2809                                      0
 231  quilm         9947/1                                    9947                                      0
 232  quilm         8123/2                                    8121                                      0
 233  quilm         272/2                                     0                                         0
 234  quilm         6857/2                                    6859                                      0
 235  quilm         369/1                                     None                                      0
 236  quilm         052/3                                     31                                        0
 237  quilm         630587/4                                  157647                                    0
 238  quilm         562/2                                     281                                       0
 239  quilm         217/3                                     None                                      0
 240  quilm         728031/2                                  242677                                    0
 241  quilm         8245/2                                    5496                                      0
 242  quilm         3585/3                                    1195                                      0
 243  quilm         665565/4                                  2662260                                   0
 244  quilm         981/2                                     979                                       0
 245  quilm         871076/3                                  2                                         0
 246  quilm         6047/4                                    6051                                      0
 247  quilm         00339/2                                   0                                         0
 248  quilm         545/3                                     327                                       0
 249  quilm         16195/1                                   16195                                     0
 250  quilm         18491/2                                   9246                                      0
 251  quilm         53588/1                                   None                                      0
 252  quilm         9003/4                                    6002                                      0
 253  quilm         9026/2                                    6017                                      0
 254  quilm         96280/2                                   48140                                     0
 255  quilm         2985/2                                    5970                                      0
 256  quilm         292875/4                                  292871                                    0
 257  quilm         1558/1                                    0                                         0
 258  quilm         00328/3                                   331                                       0
 259  quilm         5772/2                                    0                                         0
 260  quilm         7139/3                                    4283                                      0
 261  quilm         381/1                                     381                                       0
 262  quilm         7272/1                                    7272                                      0
 263  quilm         8304/3                                    None                                      0
 264  quilm         807211/3                                  403605                                    0
 265  quilm         89959/1                                   59972                                     0
 266  quilm         8267/1                                    8267                                      0
 267  quilm         955/4                                     3820                                      0
 268  quilm         788/3                                     785                                       0
 269  quilm         956/2                                     0                                         0
 270  quilm         3777/3                                    3780                                      0
 271  quilm         0083/1                                    None                                      0
