Centaur Zendo round 2 (training)
round_id : 613f861680c545b9900a8c053ca41e60
written  : 2026-09-05 11:35:36Z
presented=130  answered=130  correct=25  skipped=0
client answer latency: mean 0.098 ms  median 0.091 ms  max 0.290 ms  (n=130)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  tavrik        spoiled\nearly\n\nallied\nlionel\ndeale…  allied                                    0
   1  wisbek        2:46\n12:33\n\n3:56\n9:58\n6:29\n11:34\…  9:58                                      0
   2  mestrel       [3|5][5|6][1|5][5|1]\n[0|5][3|3][4|4][2…  [3|1][0|3][1|0][2|5]                      0
   3  wisbek        4:26\n5:59\n\n3:48\n8:00\n12:40\n10:40\…  10:40                                     0
   4  dornic        2D 5C 10S QH QC\n3D 5H 7H 8D 8C\n\n2H 4…  3H 5H 7D 8C 9C                            0
   5  kaldrin       [E]=[pigs]=[milk^]=[wool^]=[sand]=[sand…  [E]=[sand]=[logs]=[pigs]=[milk]=[logs^]…  1
   6  dornic        3D 6H 9H JD AS\n2D 8C QC QS KC\n\n2H 2S…  9H 9C 9S 10S KS                           0
   7  kaldrin       [E]=[pigs]=[coal]=[sand]=[wool]=[logs^]…  [E]=[wool^]=[wool^]=[coal]=[wool]         1
   8  dornic        3H 10S QD AD AC\n3C 8S 9D JH KH\n\n2D 2…  2C 3D 6C 8H AD                            0
   9  mestrel       [0|2][2|0][0|6][2|0][2|0][6|0]\n[5|5][3…  [0|1][1|2][2|2][3|3][3|4][4|4][5|5]       0
  10  wisbek        2:19\n4:55\n\n6:59\n1:40\n9:03\n8:13\n1…  6:59                                      1
  11  dornic        2S 5C JD JS QH\n3C 6C 7D 8C 9C\n\n9D 10…  8H JH QC KH KD                            0
  12  mestrel       [6|6][6|6][3|6][6|3][6|1][3|6][0|6]\n[3…  [1|0][1|0][2|0][0|3][3|3]                 0
  13  tresk         BGBBGBGBB\nRRRGBBRGRB\n\nGGGBBRRRBG\nBG…  BBRBRGRGGR                                0
  14  wisbek        3:35\n12:25\n\n8:19\n4:37\n5:31\n9:39\n…  6:08                                      0
  15  tresk         GGBBGR\nBGGRBBBBBB\n\nRBGBBRB\nRGBRBBB\…  RBGBBRB                                   0
  16  wisbek        1:39\n6:44\n\n3:14\n10:22\n11:51\n12:10…  10:22                                     0
  17  tavrik        song\nelite\n\nestate\nrunner\nseller\n…  seller                                    0
  18  dornic        2D 4C 8C 9D QC\n6S 10H 10C 10S JC\n\n7C…  4S JH JS QH KD                            0
  19  ospren        ##.##\n#...#\n.....\n##.##\n#...#\n\n##…  #..#.\n..#..\n...#.\n.##..\n..#.#         0
  20  kaldrin       [E]=[coal^]=[wool]=[coal^]=[pigs^]=[san…  [E]=[coal]=[sand^]=[wool]=[pigs]=[milk^]  0
  21  wisbek        4:42\n7:33\n\n8:43\n10:06\n6:10\n2:29\n…  10:06                                     0
  22  kaldrin       [E]=[sand]=[logs^]=[coal]=[logs^]=[logs…  [E]=[milk]=[milk^]=[milk^]=[coal]         1
  23  kaldrin       [E]=[wool^]=[milk]=[milk^]=[milk^]=[mil…  [E]=[logs]=[logs]=[logs]=[coal^]=[sand^…  0
  24  kaldrin       [E]=[wool^]=[logs^]=[logs^]=[logs^]=[lo…  [E]=[sand]=[wool]=[logs]=[sand]=[sand]    0
  25  tavrik        write\nbrake\n\npriest\nsniper\nbroken\…  priest                                    0
  26  mestrel       [1|3][6|3][1|3][2|2]\n[0|0][0|2][3|5][6…  [5|5][1|5][6|5][1|5]                      1
