Centaur Zendo round 2 (training)
round_id : 56606d3368a54fa198f005582382a254
written  : 2026-09-02 08:15:19Z
presented=765  answered=765  correct=270  skipped=0
client answer latency: mean 0.211 ms  median 0.143 ms  max 8.308 ms  (n=766)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  HANSOM        8,1 7,5 4,3 2,4 5,3 0,6|26                0 1 5 3 2 4                               1
   1  AHMES         6/31                                      1/6+1/38+1/1767                           0
   2  TOPPLE        1723=34                                   ((3+2)*7)-1                               0
   3  krom          -1,-7,-9 -9,3,1 2,-3,9 8,9,-1 6,4,-2 -9…  -1 -2 -3 4 5 6 -7 -8 -9                   0
   4  ALLWIN        ab 4                                      aaaabaabbababbbb                          1
   5  ALLWIN        ab 7                                      aaaaaaabaaaaabbaaaababaaaabbbaaabaabaaa…  0
   6  warren        #######################\n#S..#.#.......…  RRDDDDRRRRRRRRDDDDRRUURRRRRRRRDDDDLLDDL…  1
   7  TWINE         babadcbbcacbc|dcbbbbbbabccdcc|7           dcbbabc                                   1
   8  ANAPAL        bcbdcdbcdcb|bb                            bcb                                       0
   9  wolf          1110001111001>0010010001010 11010111101…  66                                        0
  10  HANSOM        1,2 3,3 9,8 8,4 8,7 4,8|28                1,2 3,3 8,4 8,7 9,8 4,8                   0
  11  AHMES         4/11                                      3 33                                      1
  12  wolf          00011010100000>00110000000000 100010110…  138                                       0
  13  CHAKRA        117                                       649 60                                    1
  14  hanjie        5/4,1/7/5,1/2,1,1/3,2\n4/5/4,1/5/4/1,1,…  ..#####\n.####.#\n#######\n#####.#\n##.…  1
  15  regina        ....X..\n..X....\n....X.X\nX.X..X.\n.X.…  1 5 2 6 3 0 4                             0
  16  skerry        #......#........\n#..#.....#..#..#\n...…  20                                        1
  17  krom          -4,8,9 -2,-9,7 1,-9,2 4,-8,-3 -5,-4,-2 …  001010100                                 1
  18  PP            027                                       102707201                                 1
  19  TOPPLE        1156=18                                   (6*((5-1)-1))                             0
  20  SPQ           3988953587                                2381 1675327                              0
  21  SPQ           74479294759                               57073*1304983                             0
  22  CRIBROT       jpsyvpefsvwxieqvipec|flour                flourlaborsteamrelay                      1
  23  DUOMASK       (a|b)b?b+(a|b)a+ab (a|b)[ab]b+a(a|b)ab    abbaaab                                   1
  24  TARE          52 16 18 13 60 45 40|92                   52 40                                     0
  25  RUNIC         gggggcccccccccceeebcggg                   g5c10e3b1c1g3                             0
  26  wolf          011000110111>010110100110 010100001110>…  153                                       0
  27  ANAPAL        ebedbdedbbd|ebd                           4                                         0
  28  GRAYLING      01101 11111 4                             44                                        0
  29  warren        #######################\n#S#.....#.....…  ddrrrrddddddllllddddrrrrrrrruuuulluurrr…  0
  30  CHAKRA        3                                         2,1                                       0
  31  krom          -1,5,-9 -7,2,-3 4,-1,-2 4,5,-1 9,-8,1 -…  FTTFFFFFF                                 0
  32  SUNZI         30%43 38%47 12%19 10%17                   551677                                    1
  33  SUNZI         15%53 8%13 13%43 4%7 2%79                 11126994                                  1
  34  ALLWIN        abc 4                                     aaaabaaacaabbaabcaacbaaccababacabbbabbc…  1
  35  MARIENBAD     2 6 7                                     0 1                                       0
  36  trico         13 4-10 10-12 3-8 5-12 4-11 3-7 4-8 1-7…  1 0 1 0 0 0 2 1 1 0 1 2 2                 0
  37  ALLWIN        ab 8                                      aaaaaaaabaaaaaabbaaaaababaaaaabbbaaaaba…  0
  38  PP            7342                                      734262437                                 1
  39  ANAPAL        cdacddadccd|ddd                           10                                        0
  40  wolf          0100001110101>0100010100101 01111010101…  134                                       0
  41  BASILISK      24143:5>2                                 11100000110                               1
  42  BASILISK      1001001011110:2>16                        125E                                      1
  43  ikos          12 3-7 0-2 4-7 0-3 4-11 1-11 7-11 8-10 …  3 0 10 8 1 11 4 5 9 6 2 7                 1
  44  BASILISK      2443:5>16                                 175                                       1
  45  HAIL          133                                       28                                        0
  46  ikos          11 4-9 6-7 8-9 1-3 0-2 4-6 4-7 7-8 4-8 …  0-2-4-6-7-8-9-3-10-1-5                    0
  47  SPQ           874852723                                 541,1617103                               0
  48  ikos          11 1-8 2-3 1-10 8-9 3-4 5-8 5-7 7-9 1-6…  10,2,3,0,6,1,8,9,7,5,4                    0
  49  hanjie        1,3/3,1/2,1/2/2,1/1,2/3/2\n1,1,1,1/2,3/…  #...###/.###..#/##...#./....##./##....#…  0
  50  ANAPAL        aabbccacbbac|aca                          -1                                        0
  51  skerry        ..........#..\n##......#.#..\n..#...#..…  4                                         0
  52  TARE          16 40 5 41 35 24 25|140                   1 3 4 5                                   0
  53  regina        .....X\n.X..X.\n..XXX.\n...X.X\n.X...X\…  ..Q...\n.....Q\n.Q....\n....Q.\nQ.....\…  0
  54  IDX           10846 9056 14843                          2163                                      1
  55  HAIL          71                                        9232                                      0
  56  regina        .......\n.XX....\n.......\n....X..\n...…  Q......\n.XXQ...\n......Q\n..Q.X..\n...…  0
  57  CRIBROT       alazqbdqeeyadmx|ozone                     12                                        0
  58  zebu          E<B B<A D<B D|E C<A E#1 D<C C|D E<A       5 4 3 2 1                                 0
  59  GRAYLING      1011 0110 7                               1011 1010 1000 1001 1101 1100 1110 0110   1
  60  GRAYLING      0011 0001 9                               3 2 1 3 2 0 2 1 0                         0
  61  volute        owh\nmnw\nuco\nuza\nrai                   owhwoaiaruumncz                           1
  62  MARIENBAD     1 1 11 13                                 4 2                                       0
  63  SUNZI         0%41 1%3 4%97                             11644                                     1
  64  CRIBROT       rwttgqxgiwwtpkncxvwi|cheer                cheerbirthheavynight                      1
  65  AHMES         25/37                                     2,6,111                                   0
  66  GRAYLING      1000 0110 5                               120                                       0
  67  CRIBROT       hqtymhqfnrmtwxj|cloth                     5                                         0
  68  TWINE         bbdbddaebbabcdb|cdecbeacabeea|6           6                                         0
  69  volute        afzs\nohnd\nhcdj                          nhohcdjdszfa                              0
  70  hanjie        2,1,1/2,2/2,1/4,1/3/1,1\n4/4,1/1/6/1,1/…  ####..\n####.#\n...#..\n######\n.#..#.\…  0
  71  CHAKRA        127                                       4730624                                   0
  72  ikos          10 2-9 7-8 3-9 1-8 5-8 0-6 0-3 2-3 4-5 …  2785460139                                0
  73  DUOMASK       (a|b)(a|b)aab bba?.a*b                    aaaab                                     0
  74  wolf          11010100001001>01101000010011 000111010…  106                                       0
  75  SUNZI         12%29 0%2 6%79 2%3 17%37                  45194                                     1
  76  BASILISK      10010:7>16                                968                                       1
  77  erewhon       .#.#..\n.#..#.\n..#...\n......\n......\…  .#.###\n#..##.\n####..\n##.#..\n###.#.\…  0
  78  ALLWIN        ab 6                                      aaaaaabaaaabbaaababaaabbbaabaababbaabba…  1
  79  zebu          D<C E<D D|E B#2 D#4                       B=2 C=5 D=4 E=3                           0
  80  trico         12 0-3 0-6 4-6 0-7 5-8 6-9 2-5 0-11 2-9…  ggbrrrbbggbb                              0
  81  hanjie        5/7/6/5/1,2/2,1/4,2/3,1,1\n2,2/3,1,2/4,…  ##....##/###.#.##/####.###/####.##./###…  0
  82  carre         14.3/...2/3.41/2...                       1423/4132/3241/2314                       1
  83  MARIENBAD     1 14 5 4                                  1 0 5 4                                   1
  84  krom          10,4,8 -4,6,-10 6,8,-9 -6,5,-3 5,-8,-9 …  1 0 0 1 0 0 0 0 0 0                       0
  85  erewhon       ..##..\n...#..\n.###..\n.#....\n......\…  #.####/#.#.#./....../##.##./.#...#/..##…  0
  86  TOPPLE        7761=70                                   (6-1)*(7+7)=70                            0
  87  SUNZI         11%19 8%71 1%3 10%11                      505                                       1
  88  HANSOM        5,5 6,6 7,6 9,5 3,0|25                    0 1 2 3 4 0                               0
  89  CHAKRA        124                                       4620799 414960                            1
  90  volute        jjyyx\nglylj\nltrfs\nigxdv\nmcqyi         jglimcqyivsjxyyjltgxdflyr                 0
  91  HAIL          99                                        99 298 149 448 224 112 56 28 14 7 22 11…  0
  92  IDX           751470 861628 970813                      814737                                    1
  93  ANAPAL        aaedcecdeeecc|adc                         aedc                                      0
  94  SUNZI         74%97 0%2 1%5 13%23                       6476                                      1
  95  TWINE         bacccccabbdbccac|aadcbcadbacdac|9         accadbcac                                 1
  96  IDX           113722 164561 737969                      49901                                     1
  97  AHMES         6/7                                       1/2+1/3+1/42                              0
  98  trico         9 2-6 0-8 2-3 1-2 4-5 0-2 3-8 2-5 2-7 4…  2 2 1 2 1 3 2 3 3                         0
  99  TOPPLE        1731=13                                   ((3 - 1) * 7) - 1                         0
 100  zebu          C#3 A<D A<E E<C B#4 C<D                   14352                                     0
 101  carre         .3../.2../3.4./241.                       1324\n4231\n3142\n2413                    0
 102  hanjie        1,4/1,1/2,1/2,2/1,1/1,2/3,2\n4,1/3,1/1,…  #.####\n#..#..\n##..#.\n##.##.\n.#...#\…  1
 103  ALLWIN        abc 3                                     aaabaacabbabcacbaccbbbcbcccaa             0
 104  wolf          1101001000101>0010100100011 0010100100>…  56                                        0
 105  erewhon       ..#.#.\n##.##.\n#.....\n#...##\n....##\…  #####..#.######.#.#..#..#..###.###.#      0
 106  erewhon       ##....\n#.####\n#.#...\n#...#.\n#...##\…  0,0 0,4 1,3 1,4 1,5 2,3 2,4 2,5 3,0 3,3…  0
 107  PP            090                                       1409041                                   1
 108  IDX           10796 51648 119611                        1301                                      1
 109  SUNZI         12%17 3%53 32%71 19%89                    1243171                                   1
 110  BASILISK      ac4:16>5                                  42011                                     1
 111  BASILISK      1266:7>9                                  603                                       1
 112  wolf          01110100000100>10011110001110 000101110…  118                                       0
 113  HAIL          32                                        5                                         0
 114  wolf          1100011000>0000000000 1100011010010>000…  36                                        0
 115  krom          -5,-2,-10 -3,-4,-10 4,5,6 4,10,-3 -5,8,…  -1 2 3 4 5 -6 -7 -8 -9 -10                0
 116  SPQ           121018823881                              56527                                     1
 117  wolf          000110110100>110101101011 1111001011110…  57                                        0
 118  HAIL          74                                        112                                       0
 119  DUOMASK       aa?b*b?b*..b?a?b? a(a|b)b*.a+a(a|b)b*ab+  aabaabab                                  1
 120  DUOMASK       [ab]b*.(a|b)aa?ab aab?a(a|b)a?[ab]        abaaab                                    0
 121  MARIENBAD     13 4 11                                   2                                         0
 122  IDX           98176 697027 956843                       476180                                    1
 123  TOPPLE        4297=28                                   ((7+9)*2)-4                               0
 124  ALLWIN        abc 2                                     aabacbbcc                                 1
 125  skerry        ..##..........\n.#.....#....##\n.......…  4                                         0
 126  skerry        .....##.#..\n.#..#......\n###........\n…  6                                         0
 127  hanjie        2,3/1,2,2/3/2/2,1//1\n1,2/5/1,1/1/2/1,1…  ##..###./.#.##.##/###...../##....../.##…  0
 128  RUNIC         ggggggggggggbbbbbbbbbbgggggdddddddddddd…  12g10b5g14d10b5a1d5c1g                    1
 129  volute        nimz\nojrb\nwpcm\nvedr                    nimzbmrdevwojrcp                          1
 130  zebu          C<B A<E D<C B|C D#2 D|E                   ADECB                                     1
 131  GRAYLING      1000 0101 7                               1000 1001 1011 1010 1110 1111 1101 0101   1
 132  MARIENBAD     3 14 11                                   1 6                                       0
 133  TWINE         cceedeaacea|cdbebddcdca|5                 5                                         0
 134  hanjie        2/1,2/6/1/4,1/1,1\n1,4/3,1/1,1/2,1/2,1/…  #.####\n###.#.\n..#.#.\n.##.#.\n.##..#\…  0
 135  TWINE         caccdbbaaababb|abdcdbaaababaac|10         acdbaaabab                                1
 136  ikos          10 5-7 5-9 0-8 2-4 8-9 6-8 1-7 1-3 5-6 …  4 2 0 7 3 1 5 9 6 8                       1
 137  SPQ           103587204887                              44711 2316817                             0
 138  PP            8021                                      1208021                                   1
 139  BASILISK      42210:5>3                                 10211220                                  1
 140  HANSOM        0,1 0,9 9,4 6,4 3,1 7,7|35                0 1 5 2 3 4                               1
 141  DUOMASK       a?b+a*b?a[ab]. a+.ba?a?b?                 abbaab                                    1
 142  RUNIC         eeeeeeddbbbbbaaaddd                       e6 d2 b5 a3 d3                            0
 143  carre         3.1./...2/.3../1423                       3214413223411423                          1
 144  CHAKRA        94                                        2143295,221064                            0
 145  erewhon       #.####\n...#.#\n###.#.\n......\n###.#.\…  ##.###\n#.##.#\n.#..##\n#.#.##\n###.##\…  0
 146  krom          5,-6,-8 5,-4,3 5,8,-2 -8,7,-4 3,-8,-7 1…  00000010                                  1
 147  warren        ###################\n#S#...........#...…  40                                        0
 148  HAIL          55                                        55 166 83 250 125 376 188 94 47 142 71 …  0
 149  warren        #######################\n#S..#.........…  1,2 1,3 2,3 3,3 4,3 5,3 5,4 5,5 5,6 5,7…  0
 150  TARE          4 59 4 52 55 43 32 5|102                  59,43                                     0
 151  hanjie        6/4,1/2/1,1//2\n2/4/3/2/1,1/2,1,1         ##..../####../###.../##..../#....#/##.#…  0
 152  MARIENBAD     6 4 8 1 14                                1 3                                       0
 153  carre         3.2./2.34/..../.3.2                       3421/2134/1243/4312                       1
 154  hanjie        1,2/1,1,1/3/3,2/1,2/4,1\n/5/1,2,1/2,1/1…  ..#..##.\n.#...#.#\n.###....\n.###..##\…  1
 155  HAIL          18                                        20                                        0
 156  SPQ           35867803163                               40087*894749                              0
 157  krom          -7,-8,4 -4,-1,5 -3,5,-1 8,-4,-1 2,3,-5 …  FTFTFFFF                                  0
 158  wolf          101100100000>000110011110 101001010000>…  81                                        0
 159  skerry        ...........\n...........\n.##..#.....\n…  12                                        1
 160  SUNZI         72%73 1%11 6%7                            3576                                      1
 161  PP            208                                       1208021                                   1
 162  IDX           42164 41449 83891                         29784                                     1
 163  SUNZI         3%17 16%89 39%61                          54573                                     1
 164  IDX           246516 257525 721117                      43987                                     1
 165  RUNIC         aaaaaaddddddddddddddeeeeeebbbbbbeeeeebb…  6a 14d 6e 6b 5e 4b 10e 1g                 0
 166  GRAYLING      10000 01101 10                            4 3 4 2 4 3 4 1 4 0                       0
 167  warren        #######################\n#S....#...#...…  RRRRDDRRUURRDDRRRRDDLLDDLLUULLLLDDLLLLD…  1
 168  GRAYLING      1001 1100 10                              131072                                    0
 169  RUNIC         ddddddddddddccddddddddddffffffffffffffd…  d12c2d10f14d3e2                           0
 170  TARE          54 7 49 21 20 13 45|106                   54 45 7                                   0
 171  TOPPLE        9226=64                                   ((6*(2+9))-2)                             0
 172  ikos          11 4-8 2-9 2-5 2-3 1-4 1-5 8-10 9-10 0-…  6-0-10-8-4-7-1-5-2-3-9                    0
 173  carre         1..2/3.24/.3.1/4...                       1432\n3124\n2341\n4213                    0
 174  skerry        ..###.....#\n...#.......\n.##.#......\n…  4                                         0
 175  SUNZI         9%23 1%3 46%71 1%2                        2815                                      1
 176  HAIL          128                                       128                                       0
 177  skerry        ..#...#....\n#.....#....\n..#..##....\n…  2                                         0
 178  volute        xvnu\nmqon\nhnir\nhjff\ndobm              njfioqmhhdobmfrnunvx                      0
 179  IDX           298550 142509 307733                      259774                                    1
 180  GRAYLING      1100 0101 6                               1100 1101 1111 1110 0110 0111 0101        1
 181  BASILISK      2067:9>2                                  10111101111                               1
 182  skerry        ..#.........\n.....#.....#\n......#....…  3                                         0
 183  wolf          11010110011011>01111010101100 011110011…  102                                       0
 184  erewhon       ..##..\n.#..#.\n.#....\n......\n##...#\…  .#..../##.#../...#../#.#.#./#.####/####…  0
 185  TARE          9 23 8 49 46 13 49 40|166                 9 49 46 13 49                             0
 186  regina        X.....\n..XXXX\nXX....\n..X...\n..X.X.\…  0,3 1,0 2,4 3,1 4,5 5,2                   0
 187  BASILISK      113f:16>5                                 120130                                    1
 188  ALLWIN        abcd 2                                    aabacadbbcbdccdda                         0
 189  CRIBROT       foxeomyfobnbsfopbken|venue                venuecoverdrivefraud                      1
 190  ikos          10 5-6 4-9 4-6 3-4 2-9 6-8 0-4 0-2 4-8 …  0,2,7,1,6,5,9,3,4,8                       0
 191  HAIL          81                                        81 244 122 61 184 92 46 23 70 35 106 53…  0
 192  RUNIC         fffbbbggffffffffffffaaaccccccccccccgggg…  3f3b2g12f3a12c12g                         1
 193  TOPPLE        3817=79                                   ((7+3)*8)-1=79                            0
 194  ikos          10 4-9 8-9 0-4 2-8 0-3 0-9 1-5 4-7 4-5 …  3049826517                                0
 195  trico         12 3-4 3-7 0-5 2-4 8-10 5-10 8-9 4-5 1-…  120120022011                              1
 196  trico         11 5-10 8-9 1-6 0-6 1-9 0-5 3-6 0-9 7-8…  1 1 1 0 1 2 2 1 2 0 0                     0
 197  TOPPLE        9618=74                                   (8 * (1 + 9)) - 6                         0
 198  trico         10 0-3 4-7 0-6 7-8 6-8 2-6 1-6 1-5 0-1 …  grgrrbbbgb                                0
 199  AHMES         7/16                                      3 10 240                                  1
 200  TWINE         dadbccddbbbc|cadadbbbbdbbbb|8             8                                         0
 201  RUNIC         ddddddddddddddggggggggggggeeeeeeeeeccgg…  d14 g12 e9 c2 g9 a14 c6 b2 a14            0
 202  HAIL          133                                       28                                        0
