Centaur Zendo round 3 (training)
round_id : fadb80eb2318407b8446a8310013ff05
written  : 2026-09-05 11:50:27Z
presented=140  answered=140  correct=34  skipped=0
client answer latency: mean 0.385 ms  median 0.375 ms  max 0.652 ms  (n=140)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  ospren        .....\n.....\n##..#\n.##.#\n###.#\n\n..…  #.#.#\n..#..\n.....\n#.#.#\n##.##         0
   1  mestrel       [0|1][3|3][5|6][2|0][0|0][0|4]\n[2|6][6…  [3|5][3|4][0|6][2|5]                      1
   2  ospren        .....\n.###.\n.....\n.###.\n.###.\n\n.#…  .#.##\n.#.##\n.....\n.#.##\n.####         0
   3  kaldrin       [E]=[wool]=[milk]=[wool]=[logs^]=[logs^…  [E]=[coal]=[wool^]=[wool]=[logs]=[logs^…  0
   4  tresk         GRBGRBBGR\nGGGRRRR\n\nGGRBBGBGGR\nGBBBG…  GGRBBGBGGR                                0
   5  tavrik        pack\nexplain\n\ndefence\npropose\nreve…  propose                                   1
   6  ospren        .....\n.....\n.....\n.##.#\n#####\n\n#.…  .....\n.....\n.#..#\n.##.#\n#####         1
   7  dornic        6D 8D 10H KD AC\n4H 5S 9C 10S JH\n\n2H …  3H 4C 6D 8D 8C                            0
   8  tavrik        supreme\nhanded\n\nutterly\nadopted\nec…  absence                                   0
   9  tavrik        illness\napprove\n\nserve\npence\nsizes…  sizes                                     0
  10  mestrel       [6|4][5|6][6|5][0|3][5|6][3|6][2|1]\n[6…  [6|3][1|6][6|1][6|5][6|4][6|1][6|0]       1
  11  ospren        .#...\n.....\n#####\n.....\n.....\n\n.#…  ..##.\n.....\n..##.\n.....\n.....         0
  12  tavrik        bucket\nfour\n\nneeds\nlever\ncanal\nho…  canal                                     0
  13  kaldrin       [E]=[milk^]=[coal^]=[pigs^]=[milk]=[log…  [E]=[coal]=[coal]=[pigs]=[wool]=[milk^]…  0
  14  tresk         GBBRGBRRR\nBGRGRGGBGR\n\nGGGRBR\nGBGGRR…  GBGGRR                                    0
  15  wisbek        3:34\n6:21\n\n5:42\n10:51\n1:26\n4:13\n…  4:13                                      0
  16  mestrel       [1|3][4|5][3|5][5|6][6|5][5|0][3|0]\n[0…  [6|1][4|1][2|0][2|0][6|5]                 1
  17  mestrel       [3|6][3|1][3|3][3|5]\n[0|0][0|3][5|5][5…  [6|3][2|3][1|4][0|6][1|1][5|1][3|6]       0
  18  tresk         RRRGBRGR\nGGBBGGBBBB\n\nBGBBBG\nBGGGGB\…  GGBBBG                                    0
  19  dornic        4H 5H 6S QD AH\n7D 8H 8C 10D JH\n\n2H 4…  2D 4H 6D QD KH                            0
  20  wisbek        9:11\n12:22\n\n2:30\n4:48\n5:20\n11:44\…  1:23                                      0
  21  tavrik        vacuum\nbuttons\n\nsuffer\ncasual\ncoup…  casual                                    0
  22  dornic        3S 7H 7D 10D KD\n2D 4S 6C JS AH\n\n3C 5…  JH JS QC KH AH                            0
  23  dornic        2D 4D JC QD KH\n3S 6S 7C 10C 10S\n\n2C …  2C 3S 8S 10C JD                           0
  24  kaldrin       [E]=[coal^]=[sand^]=[coal^]=[wool]=[mil…  [E]=[coal^]=[coal]=[milk^]=[milk^]=[san…  1
  25  wisbek        2:05\n11:00\n\n1:25\n7:25\n4:15\n9:25\n…  10:15                                     0
  26  tresk         RRBBBBB\nGRRRRRBGRG\n\nBBBGRBGRRG\nRGBR…  RGBRBBBGBB                                0
  27  mestrel       [4|6][2|0][4|6][2|0][5|1][2|2]\n[2|4][6…  [5|0][0|4][0|2][5|0]                      0
  28  mestrel       [6|4][6|4][5|4][5|4][5|6]\n[1|0][4|6][1…  [1|6][4|1][0|1][1|6][1|6][1|3][2|1]       1
  29  tresk         GRRGGR\nBGRRGGRRG\n\nRBBGRGRRBR\nRBBRRB…  GRBGRRBBRR                                1
