Centaur Zendo round 4 (training)
round_id : 5204d2433f414d18917ef8649b076bde
written  : 2026-09-04 15:45:13Z
presented=52  answered=52  correct=3  skipped=0
client answer latency: mean 0.470 ms  median 0.405 ms  max 1.216 ms  (n=52)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  garrow        a2s4\n#################################…  ######|#######|###|#######|########|###…  0
   1  garrow        p3c3\n#################################…  ###|#####|########|#####|########|#####…  0
   2  garrow        o4p2\n#################################…  ####|####|########|########|######|####…  0
   3  garrow        s4t3\n#################################…  ###|###|###|####|####|########|########…  0
   4  garrow        a1b4\n#################################…  #######|########|#######|########|#####…  0
   5  garrow        p2b4\n################################\…  #####|####|###|#####|########|#######\n…  0
   6  garrow        a3c4\n#################################…  ###|###|###|#####|####|#######|########…  0
   7  garrow        b2m4\n#################################…  ###|#####|####|########|#######|######\…  0
   8  garrow        m2c2\n#################################…  #######|########|#####|########|#######…  0
   9  garrow        b2t4\n#################################…  ######|###|###|#######|########|#######…  0
  10  garrow        c2b2\n#################################…  ######|########|########|#######|######…  0
  11  garrow        p4c2\n#################################…  ###|###|####|########|########|########…  0
  12  garrow        b3s2\n#################################…  #####|########|#######|########|###|###…  1
  13  garrow        t4b3\n################################\…  ###|###|###|###|########|####|########\…  0
  14  garrow        s1a2\n#################################…  #######|##|############################…  0
  15  garrow        a3o3\n#################################…  #######|###|###|#######|########|######…  0
  16  garrow        a3c3\n#################################…  #####|###|########|####|########|######…  0
  17  garrow        c3o3\n#################################…  ####|#####|##|######|######|##########\…  0
  18  garrow        c2t3\n#################################…  ###|#####|########|######|########|####…  0
  19  garrow        a3s4\n#################################…  ####|###|###|###|########|########|####…  0
  20  garrow        s1o4\n#################################…  ######|######|########|########|#######…  0
  21  garrow        p2s3\n################################\…  ###|###|######|####|########|########\n…  0
  22  garrow        c3p4\n#################################…  ###|####|###|###|####|########|########…  1
  23  garrow        m3a1\n#################################…  ###########|####|##########|########\n#…  0
  24  garrow        s2t4\n#################################…  ###|#####|####|########|########|######…  0
  25  garrow        o4c2\n#################################…  #####|###|###|########|########|#######…  0
  26  garrow        m3c3\n#################################…  ####|#####|########|#####|########|####…  0
  27  garrow        o3b4\n################################\…  ####|####|###|####|####|######|#######\…  0
  28  garrow        o4p2\n#################################…  ###|####|####|########|#######|########…  0
  29  garrow        a2p3\n#################################…  ###|########|########|########|#######\…  0
  30  garrow        s4c4\n#################################…  ###|###|####|###|###|####|########|####…  0
  31  garrow        s3c3\n#################################…  ###|###|#####|########|########|#######…  0
  32  garrow        b4p2\n#################################…  #####|########|########|#######|###|###…  0
  33  garrow        a4b2\n#################################…  ###|#######|###|###|######|########|###…  1
  34  garrow        t4o4\n#################################…  ###|######|###|#####|#####|###|###|###|…  0
  35  garrow        c3o4\n#################################…  ####|###|###|####|###|########|########…  0
  36  garrow        b3p3\n################################\…  ###|###|####|######|########|########\n…  0
  37  garrow        s2b4\n################################\…  ####|###|####|#####|########|########\n…  0
  38  garrow        a2m4\n#################################…  ###|###|####|########|########|########…  0
  39  garrow        m4s3\n#################################…  ###|###|###|###|#######|########|######…  0
  40  garrow        m3s4\n#################################…  ########|###|###|####|###|####|########…  0
  41  garrow        m2t4\n################################\…  ###|###|###|####|########|###|########\…  0
  42  garrow        b3o3\n#################################…  ###|########|###|###|########|########\…  0
  43  garrow        p5m3\n################################\…  ###|##|##|########|##|##|###|##########…  0
  44  garrow        a3p4\n#################################…  #######|###|###|######|###|######|#####…  0
  45  garrow        m2b4\n#################################…  ###|#######|#####|######|########|#####…  0
  46  garrow        a4o3\n#################################…  ####|###|####|###|########|########|###…  0
  47  garrow        p3s1\n#################################…  #####|##########|##|########|##########…  0
  48  garrow        t4s4\n################################\…  ###|###|######|#####|###|###|###|######…  0
  49  garrow        a4s2\n#################################…  ####|########|########|###|###|#######\…  0
  50  garrow        o4s3\n#################################…  ####|########|###|######|###|#####|####…  0
  51  garrow        s3t3\n#################################…  ###|###|######|#######|########|#######…  0

per-name tally this round
name             presented correct  hit-rate
garrow                  52       3      5.8%
