Centaur Zendo round 5 (training)
round_id : 77080121b0a34ff78a029b0f9f9270a4
written  : 2026-09-04 14:40:14Z
presented=430  answered=430  correct=430  skipped=0
client answer latency: mean 0.097 ms  median 0.096 ms  max 0.191 ms  (n=431)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  Wordz         2532                                      you through about the                     1
   1  Wordz         2524                                      you through you which                     1
   2  Wordz         42252                                     because the you through you               1
   3  Wordz         2324                                      you that you which                        1
   4  Wordz         373127                                    about government about to you government  1
   5  Wordz         433653                                    because that about something informatio…  1
   6  Wordz         254                                       you through because                       1
   7  Wordz         334                                       about that because                        1
   8  Wordz         14565                                     the which information something informa…  1
   9  Wordz         2623                                      you something you that                    1
  10  Wordz         54254                                     information which you through because     1
  11  Wordz         25332                                     you through about that you                1
  12  Wordz         11455                                     the to because through information        1
  13  Wordz         345322                                    about which information that you the      1
  14  Wordz         15133                                     the through the that about                1
  15  Wordz         365534                                    about something information through abo…  1
  16  Wordz         431556                                    because that the through information so…  1
  17  Wordz         452336                                    because through you that about something  1
  18  Wordz         45454                                     because through because through because   1
  19  Wordz         2525                                      you through you through                   1
  20  Wordz         451                                       because through the                       1
  21  Wordz         253                                       you through about                         1
  22  Wordz         36343                                     about something about which about         1
  23  Wordz         323                                       about the about                           1
  24  Wordz         462                                       because something you                     1
  25  Wordz         333                                       about that about                          1
  26  Wordz         22234                                     you the you that because                  1
  27  Wordz         333                                       about that about                          1
  28  Wordz         5243                                      information the because that              1
  29  Wordz         4335                                      because that about through                1
  30  Wordz         252                                       you through you                           1
  31  Wordz         422225                                    because the you the you through           1
  32  Wordz         342843                                    about which you construction because th…  1
  33  Wordz         1234                                      the the about which                       1
  34  Wordz         3645                                      about something because through           1
  35  Wordz         2557                                      you through information government        1
  36  Wordz         441354                                    because which the that information which  1
  37  Wordz         252                                       you through you                           1
  38  Wordz         1732                                      the government about the                  1
  39  Wordz         332                                       about that you                            1
  40  Wordz         33373                                     about that about government about         1
  41  Wordz         423434                                    because the about which about which       1
  42  Wordz         243                                       you which about                           1
  43  Wordz         24634                                     you which international that because      1
  44  Wordz         372424                                    about government you which you which      1
  45  Wordz         2424                                      you which you which                       1
  46  Wordz         4541                                      because through because to                1
  47  Wordz         232823                                    you that you construction you that        1
  48  Wordz         163632                                    the something about something about the   1
  49  Wordz         522                                       information the you                       1
  50  Wordz         36123                                     about something the the about             1
  51  Wordz         334234                                    about that because the about which        1
  52  Wordz         334                                       about that because                        1
  53  Wordz         215336                                    you to information that about something   1
  54  Wordz         46123                                     because something the the about           1
  55  Wordz         474522                                    because government because through you …  1
  56  Wordz         13133                                     the that the that about                   1
  57  Wordz         3434                                      about which about which                   1
  58  Wordz         1423                                      the which you that                        1
  59  Wordz         2425                                      you which you through                     1
  60  Wordz         253                                       you through about                         1
  61  Wordz         122                                       the the you                               1
  62  Wordz         22243                                     you the you which about                   1
  63  Wordz         151                                       the through the                           1
  64  Wordz         33153                                     about that the through about              1
  65  Wordz         3554                                      about through information which           1
  66  Wordz         46222                                     because something you the you             1
  67  Wordz         343247                                    about which about the because government  1
  68  Wordz         25263                                     you through you something about           1
  69  Wordz         343                                       about which about                         1
  70  Wordz         2337                                      you that about government                 1
  71  Wordz         232                                       you that you                              1
  72  Wordz         333415                                    about that about which the through        1
  73  Wordz         25335                                     you through about that information        1
  74  Wordz         5425                                      information which you through             1
  75  Wordz         3513                                      about through the that                    1
  76  Wordz         331535                                    about that the through about through      1
  77  Wordz         252                                       you through you                           1
  78  Wordz         241                                       you which the                             1
  79  Wordz         232336                                    you that you that about something         1
  80  Wordz         45545                                     because through information which infor…  1
  81  Wordz         341413                                    about which the which the that            1
  82  Wordz         13321                                     the that about the the                    1
  83  Wordz         173                                       the government about                      1
  84  Wordz         144                                       the which because                         1
  85  Wordz         2513                                      you through the that                      1
  86  Wordz         34432                                     about which because that you              1
  87  Wordz         2724                                      you government you which                  1
  88  Wordz         233444                                    you that about which because which        1
  89  Wordz         16343                                     the something about which about           1
  90  Wordz         353                                       about through about                       1
  91  Wordz         2313                                      you that the that                         1
  92  Wordz         2225                                      you the you through                       1
  93  Wordz         493                                       because understanding about               1
  94  Wordz         243                                       you which about                           1
  95  Wordz         211                                       you to the                                1
  96  Wordz         23243                                     you that you which about                  1
  97  Wordz         24234                                     you which you that because                1
  98  Wordz         282                                       you construction you                      1
  99  Wordz         22153                                     you the the through about                 1
 100  Wordz         443133                                    because which about to about that         1
 101  Wordz         342545                                    about which you through because through   1
 102  Wordz         23332                                     you that about that you                   1
 103  Wordz         253315                                    you through about that the through        1
 104  Wordz         472                                       because government you                    1
 105  Wordz         464                                       because something because                 1
 106  Wordz         243                                       you which about                           1
 107  Wordz         133324                                    the that about that you which             1
 108  Wordz         233445                                    you that about which because through      1
 109  Wordz         13324                                     the that about the because                1
 110  Wordz         262338                                    you something you that about constructi…  1
 111  Wordz         3333                                      about that about that                     1
 112  Wordz         1635                                      the something about through               1
 113  Wordz         334                                       about that because                        1
 114  Wordz         2546                                      you through because something             1
 115  Wordz         155424                                    the through information which you which   1
 116  Wordz         251716                                    you through the government the something  1
 117  Wordz         364                                       about something because                   1
 118  Wordz         3313                                      about that the that                       1
 119  Wordz         151                                       the through the                           1
 120  Wordz         352642                                    about through you something because the   1
 121  Wordz         273                                       you government about                      1
 122  Wordz         154742                                    the through because government because …  1
 123  Wordz         2322                                      you that you the                          1
 124  Wordz         142                                       the which you                             1
 125  Wordz         343343                                    about which about that because that       1
 126  Wordz         332723                                    about that you government you that        1
 127  Wordz         3415                                      about which the through                   1
 128  Wordz         1316                                      the that the something                    1
 129  Wordz         24243                                     you which you which about                 1
 130  Wordz         24122                                     you which the the you                     1
 131  Wordz         25321                                     you through about the the                 1
 132  Wordz         252413                                    you through you which the that            1
 133  Wordz         564                                       information something because             1
 134  Wordz         2423                                      you which you that                        1
 135  Wordz         153315                                    the through about that the through        1
 136  Wordz         34442                                     about which because which you             1
 137  Wordz         442                                       because which you                         1
 138  Wordz         33243                                     about that you which about                1
 139  Wordz         4324                                      because that you which                    1
 140  Wordz         34151                                     about which the through the               1
 141  Wordz         43262                                     because that you something you            1
 142  Wordz         43154                                     because that the through because          1
 143  Wordz         154                                       the through because                       1
 144  Wordz         341624                                    about which the something you which       1
 145  Wordz         254                                       you through because                       1
 146  Wordz         3547                                      about through because government          1
 147  Wordz         3416                                      about which the something                 1
 148  Wordz         523                                       information the about                     1
 149  Wordz         222527                                    you the you through you government        1
 150  Wordz         445                                       because which information                 1
 151  Wordz         55353                                     information through about through about   1
 152  Wordz         321315                                    about the the that the through            1
 153  Wordz         142                                       the which you                             1
 154  Wordz         274                                       you government because                    1
 155  Wordz         23242                                     you that you which you                    1
 156  Wordz         452424                                    because through you which you which       1
 157  Wordz         13321                                     the that about the the                    1
 158  Wordz         1846                                      the construction because something        1
 159  Wordz         343                                       about which about                         1
 160  Wordz         163822                                    the something about construction you the  1
 161  Wordz         221                                       you the the                               1
 162  Wordz         44452                                     because which because through you         1
 163  Wordz         345                                       about which information                   1
 164  Wordz         3347                                      about that because government             1
 165  Wordz         23333                                     you that about that about                 1
 166  Wordz         265                                       you something information                 1
 167  Wordz         343                                       about which about                         1
 168  Wordz         134                                       the that because                          1
 169  Wordz         224                                       you the because                           1
 170  Wordz         234533                                    you that because through about that       1
 171  Wordz         321537                                    about the the through about government    1
 172  Wordz         343324                                    about which about that you which          1
 173  Wordz         252233                                    you through you the about that            1
 174  Wordz         43363                                     because that about something about        1
 175  Wordz         1214                                      the the the which                         1
 176  Wordz         35143                                     about through the which about             1
 177  Wordz         36143                                     about something the which about           1
 178  Wordz         452832                                    because through you construction about …  1
 179  Wordz         353442                                    about through about which because the     1
 180  Wordz         252                                       you through you                           1
 181  Wordz         22355                                     you the about through information         1
 182  Wordz         373545                                    about government about through because …  1
 183  Wordz         635                                       international that information            1
 184  Wordz         363434                                    about something about which about which   1
 185  Wordz         222436                                    you the you which about something         1
 186  Wordz         343613                                    about which about something the that      1
 187  Wordz         243                                       you which about                           1
 188  Wordz         342                                       about which you                           1
 189  Wordz         1233                                      the the about that                        1
 190  Wordz         2513                                      you through the that                      1
 191  Wordz         352535                                    about through you through about through   1
 192  Wordz         3413                                      about which the that                      1
 193  Wordz         22133                                     you the the that about                    1
 194  Wordz         2322                                      you that you the                          1
 195  Wordz         354                                       about through because                     1
 196  Wordz         561                                       information something the                 1
 197  Wordz         352                                       about through you                         1
 198  Wordz         355424                                    about through information which you whi…  1
 199  Wordz         22232                                     you the you that you                      1
 200  Wordz         253444                                    you through about which because which     1
 201  Wordz         42431                                     because the because that the              1
 202  Wordz         621418                                    international the the which the constru…  1
 203  Wordz         42242                                     because the you which you                 1
 204  Wordz         4634                                      because something about which             1
 205  Wordz         43332                                     because that about that you               1
 206  Wordz         153                                       the through about                         1
 207  Wordz         37271                                     about government you government the       1
 208  Wordz         332                                       about that you                            1
 209  Wordz         241415                                    you which the which the through           1
 210  Wordz         224                                       you the because                           1
 211  Wordz         34273                                     about which you government about          1
 212  Wordz         143243                                    the which about the because that          1
 213  Wordz         2736                                      you government about something            1
 214  Wordz         4543                                      because through because that              1
 215  Wordz         34162                                     about which the something you             1
 216  Wordz         262228                                    you something you the you construction    1
 217  Wordz         34422                                     about which because the you               1
 218  Wordz         144                                       the which because                         1
 219  Wordz         453                                       because through about                     1
 220  Wordz         443                                       because which about                       1
 221  Wordz         245424                                    you which information which you which     1
 222  Wordz         442                                       because which you                         1
 223  Wordz         231                                       you that the                              1
 224  Wordz         352345                                    about through you that because through    1
 225  Wordz         554433                                    information through because which about…  1
 226  Wordz         452525                                    because through you through you through   1
 227  Wordz         342                                       about which you                           1
 228  Wordz         332                                       about that you                            1
 229  Wordz         2538                                      you through about construction            1
 230  Wordz         22353                                     you the about through about               1
 231  Wordz         18353                                     the construction about through about      1
 232  Wordz         42552                                     because the information through you       1
 233  Wordz         163                                       the something about                       1
 234  Wordz         4335                                      because that about through                1
 235  Wordz         171                                       the government the                        1
 236  Wordz         142                                       the which you                             1
 237  Wordz         1524                                      the through you which                     1
 238  Wordz         2315                                      you that the through                      1
 239  Wordz         22142                                     you the the which you                     1
 240  Wordz         43432                                     because that because that you             1
 241  Wordz         24424                                     you which because the because             1
 242  Wordz         152                                       the through you                           1
 243  Wordz         4453                                      because which information that            1
 244  Wordz         44362                                     because which about something you         1
 245  Wordz         5414                                      information which the which               1
 246  Wordz         562345                                    information something you that because …  1
 247  Wordz         43241                                     because that you which the                1
