Centaur Zendo round 6 (training)
round_id : fc70b469ea364fbaafe7a0093282ccbc
written  : 2026-09-04 14:40:19Z
presented=421  answered=421  correct=421  skipped=0
client answer latency: mean 0.095 ms  median 0.090 ms  max 0.233 ms  (n=422)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  Wordz         1424                                      the which you which                       1
   1  Wordz         4445                                      because which because through             1
   2  Wordz         23244                                     you that you which because                1
   3  Wordz         16422                                     the something because the you             1
   4  Wordz         392543                                    about understanding you through because…  1
   5  Wordz         35222                                     about through you the you                 1
   6  Wordz         342                                       about which you                           1
   7  Wordz         331                                       about that the                            1
   8  Wordz         34151                                     about which the through the               1
   9  Wordz         323345                                    about the about that because through      1
  10  Wordz         3546                                      about through because something           1
  11  Wordz         3645                                      about something because through           1
  12  Wordz         23542                                     you that information which you            1
  13  Wordz         222                                       you the you                               1
  14  Wordz         57234                                     information government you that because   1
  15  Wordz         243                                       you which about                           1
  16  Wordz         241                                       you which the                             1
  17  Wordz         1423                                      the which you that                        1
  18  Wordz         2553                                      you through information that              1
  19  Wordz         263322                                    you something about that you the          1
  20  Wordz         363354                                    about something about that information …  1
  21  Wordz         152                                       the through you                           1
  22  Wordz         423527                                    because the about through you government  1
  23  Wordz         23451                                     you that because through the              1
  24  Wordz         44252                                     because which you through you             1
  25  Wordz         142                                       the which you                             1
  26  Wordz         34431                                     about which because that the              1
  27  Wordz         453622                                    because through about something you the   1
  28  Wordz         33342                                     about that about which you                1
  29  Wordz         26553                                     you something information through about   1
  30  Wordz         233236                                    you that about the about something        1
  31  Wordz         161                                       the something the                         1
  32  Wordz         2632                                      you something about the                   1
  33  Wordz         261                                       you something the                         1
  34  Wordz         234                                       you that because                          1
  35  Wordz         163                                       the something about                       1
  36  Wordz         45252                                     because through you through you           1
  37  Wordz         3848                                      about construction because construction   1
  38  Wordz         343                                       about which about                         1
  39  Wordz         352344                                    about through you that because which      1
  40  Wordz         271                                       you government the                        1
  41  Wordz         4225                                      because the you through                   1
  42  Wordz         274335                                    you government because that about throu…  1
  43  Wordz         2434                                      you which about which                     1
  44  Wordz         322224                                    about the you the you which               1
  45  Wordz         262                                       you something you                         1
  46  Wordz         324                                       about the because                         1
  47  Wordz         44241                                     because which you which the               1
  48  Wordz         22112                                     you the the to you                        1
  49  Wordz         233                                       you that about                            1
  50  Wordz         25254                                     you through you through because           1
  51  Wordz         541533                                    information which the through about that  1
  52  Wordz         352                                       about through you                         1
  53  Wordz         131835                                    the that the construction about through   1
  54  Wordz         334                                       about that because                        1
  55  Wordz         2236                                      you the about something                   1
  56  Wordz         352                                       about through you                         1
  57  Wordz         433                                       because that about                        1
  58  Wordz         44425                                     because which because the information     1
  59  Wordz         243422                                    you which about which you the             1
  60  Wordz         56252                                     information something you through you     1
  61  Wordz         263                                       you something about                       1
  62  Wordz         37262                                     about government you something you        1
  63  Wordz         2534                                      you through about which                   1
  64  Wordz         25245                                     you through you which information         1
  65  Wordz         323425                                    about the about which you through         1
  66  Wordz         233                                       you that about                            1
  67  Wordz         235                                       you that information                      1
  68  Wordz         353                                       about through about                       1
  69  Wordz         333225                                    about that about the you through          1
  70  Wordz         23525                                     you that information the information      1
  71  Wordz         35234                                     about through you that because            1
  72  Wordz         2424                                      you which you which                       1
  73  Wordz         462                                       because something you                     1
  74  Wordz         4615                                      because something the through             1
  75  Wordz         4325                                      because that you through                  1
  76  Wordz         433                                       because that about                        1
  77  Wordz         345                                       about which information                   1
  78  Wordz         432                                       because that you                          1
  79  Wordz         25253                                     you through you through about             1
  80  Wordz         2424                                      you which you which                       1
  81  Wordz         453                                       because through about                     1
  82  Wordz         242                                       you which you                             1
  83  Wordz         143456                                    the which about which information somet…  1
  84  Wordz         224                                       you the because                           1
  85  Wordz         343                                       about which about                         1
  86  Wordz         341531                                    about which the through about to          1
  87  Wordz         122346                                    the the you that because something        1
  88  Wordz         25522                                     you through information the you           1
  89  Wordz         271426                                    you government the which you something    1
  90  Wordz         15243                                     the through you which about               1
  91  Wordz         36342                                     about something about which you           1
  92  Wordz         43233                                     because that you that about               1
  93  Wordz         352                                       about through you                         1
  94  Wordz         3743                                      about government because that             1
  95  Wordz         322446                                    about the you which because something     1
  96  Wordz         45244                                     because through you which because         1
  97  Wordz         455625                                    because through information something y…  1
  98  Wordz         2514                                      you through the which                     1
  99  Wordz         373322                                    about government about that you the       1
 100  Wordz         2231                                      you the about to                          1
 101  Wordz         3514                                      about through the which                   1
 102  Wordz         2426                                      you which you something                   1
 103  Wordz         234366                                    you that because that international som…  1
 104  Wordz         343                                       about which about                         1
 105  Wordz         254424                                    you through because which you which       1
 106  Wordz         432                                       because that you                          1
 107  Wordz         3323                                      about that you that                       1
 108  Wordz         13264                                     the that you something because            1
 109  Wordz         223                                       you the about                             1
 110  Wordz         261                                       you something the                         1
 111  Wordz         321                                       about the the                             1
 112  Wordz         151                                       the through the                           1
 113  Wordz         3435                                      about which about through                 1
 114  Wordz         4437                                      because which about government            1
 115  Wordz         21142                                     you to the which you                      1
 116  Wordz         33242                                     about that you which you                  1
 117  Wordz         34334                                     about which about that because            1
 118  Wordz         43372                                     because that about government you         1
 119  Wordz         224                                       you the because                           1
 120  Wordz         2226                                      you the you something                     1
 121  Wordz         18232                                     the construction you that you             1
 122  Wordz         15242                                     the through you which you                 1
 123  Wordz         2325                                      you that you through                      1
 124  Wordz         2344                                      you that because which                    1
 125  Wordz         6427                                      international which you government        1
 126  Wordz         4422                                      because which you the                     1
 127  Wordz         36253                                     about something you through about         1
 128  Wordz         33264                                     about that you something because          1
 129  Wordz         3433                                      about which about that                    1
 130  Wordz         3516                                      about through the something               1
 131  Wordz         2343                                      you that because that                     1
 132  Wordz         24441                                     you which because which the               1
 133  Wordz         4314                                      because that the which                    1
 134  Wordz         3635                                      about something about through             1
 135  Wordz         155                                       the through information                   1
 136  Wordz         233426                                    you that about which you something        1
 137  Wordz         263                                       you something about                       1
 138  Wordz         12352                                     the the about through you                 1
 139  Wordz         131                                       the that the                              1
 140  Wordz         253316                                    you through about that the something      1
 141  Wordz         155336                                    the through information that about some…  1
 142  Wordz         13262                                     the that you something you                1
 143  Wordz         3314                                      about that the which                      1
 144  Wordz         232533                                    you that you through about that           1
 145  Wordz         242                                       you which you                             1
 146  Wordz         552415                                    information through you which the throu…  1
 147  Wordz         2247                                      you the because government                1
 148  Wordz         432                                       because that you                          1
 149  Wordz         2325                                      you that you through                      1
 150  Wordz         372223                                    about government you the you that         1
 151  Wordz         2715                                      you government the through                1
 152  Wordz         145                                       the which information                     1
 153  Wordz         264                                       you something because                     1
 154  Wordz         34165                                     about which the something information     1
 155  Wordz         6223                                      international the you that                1
 156  Wordz         32471                                     about the because government the          1
 157  Wordz         1325                                      the that you through                      1
 158  Wordz         24321                                     you which about the the                   1
 159  Wordz         352323                                    about through you that you that           1
 160  Wordz         434313                                    because that because that the that        1
 161  Wordz         271435                                    you government the which about through    1
 162  Wordz         432                                       because that you                          1
 163  Wordz         341                                       about which the                           1
 164  Wordz         193828                                    the understanding about construction yo…  1
 165  Wordz         372                                       about government you                      1
 166  Wordz         52453                                     information the because through about     1
 167  Wordz         212414                                    you to you which the which                1
 168  Wordz         271233                                    you government the the about that         1
 169  Wordz         541544                                    information which the through because w…  1
 170  Wordz         34353                                     about which about through about           1
 171  Wordz         342                                       about which you                           1
 172  Wordz         13145                                     the that the which information            1
