Centaur Zendo round final (final)
round_id : e082c734615741a9a24c00ae3a6f71d8
written  : 2026-09-05 12:27:08Z
presented=718  answered=718  correct=334  skipped=0
client answer latency: mean 1.937 ms  median 1.256 ms  max 13.643 ms  (n=718)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  wisbek        4:46\n12:42\n\n3:54\n2:47\n8:50\n5:58\n…  8:50                                      0
   1  mestrel       [2|5][5|2][5|3][2|2][3|3][2|2][3|3]\n[6…  [6|1][1|3][2|2][2|2][2|5]                 1
   2  kaldrin       [E]=[coal^]=[pigs^]=[logs^]=[milk^]=[pi…  [E]=[milk^]=[sand^]=[pigs^]=[coal]=[san…  0
   3  dornic        4D 5S 7S KH AC\n3H 5C 7D 9H 9S\n\n4H 4D…  5H 6H 8H 8D JC                            1
   4  kaldrin       [E]=[milk^]=[milk]=[milk]=[wool^]=[pigs…  [E]=[sand]=[pigs^]=[coal]=[milk]=[sand^]  0
   5  dornic        3C 7D 9H JC AD\n2C 7H 9S JD QS\n\n5S 8S…  5S 7H 7S 9D JD                            1
   6  tresk         BBGGGBGGGB\nBBBBBRBBRR\n\nRRBBBBGB\nGBB…  GBBGGBGB                                  1
   7  tresk         GGRRGGGG\nBGBRBRRGB\n\nRGRRBBRB\nRGRRRB…  GBBRBRRB                                  0
   8  wisbek        2:11\n10:55\n\n6:15\n4:22\n5:23\n8:53\n…  4:22                                      1
   9  mestrel       [1|1][1|2][2|2][1|2]\n[3|0][1|1][5|3][2…  [4|6][4|0][2|0][3|6][1|5][0|3]            0
  10  wisbek        6:30\n10:10\n\n7:25\n3:34\n2:45\n8:22\n…  4:24                                      0
  11  wisbek        8:21\n12:01\n\n6:44\n11:37\n5:56\n3:36\…  6:44                                      0
  12  borsel        4 1 3 4 1\n4 4 6 6 6\n\n5 2 5 1 4\n5 5 …  5 5 3 5 5                                 0
  13  ospren        .#.#.\n.#.#.\n.#.#.\n#####\n#...#\n\n##…  .....\n..#..\n.....\n.....\n.#.#.         1
  14  kaldrin       [E]=[logs^]=[coal^]=[wool^]=[milk^]\n[E…  [E]=[wool]=[wool]=[sand^]=[sand^]=[wool…  1
  15  borsel        4 4 2 4\n1 2 4 4\n1 1 1 4\n\n3 4 4 3\n3…  3 4 4 3                                   1
  16  tresk         BRGRGGGRR\nRGBBBBRGB\n\nBBGRGGGRB\nRGBB…  BBGRGGGRB                                 0
  17  dornic        2C 5C 9D JS KS\n3D 4S 5D 9H 10H\n\n2C 6…  2H 6H 7H JH QC                            0
  18  dornic        3H 4S 5H 10D JD\n3S 5S 9D JS KH\n\n5D 7…  3H 3S 4D 8H 10C                           0
  19  ospren        #....\n#.##.\n..##.\n#....\n.###.\n\n#.…  ..#..\n..#..\n.....\n..#..\n.....         1
  20  tresk         RGRBGGGGG\nGRBBBBBR\n\nBGGGBBGB\nBGBGBG…  GGGBBBBB                                  1
  21  wisbek        5:50\n10:40\n\n8:33\n6:24\n3:16\n1:51\n…  2:00                                      0
  22  borsel        2 5 2 2\n1 1 1 2\n\n1 4 4 5\n1 3 4 4\n3…  3 2 3 4                                   0
  23  wisbek        4:20\n11:51\n\n12:13\n8:58\n9:50\n1:54\…  12:13                                     0
  24  tresk         RGRBBRRRR\nGRBRGBBRB\n\nRBRGGGBRRB\nRGG…  GGRRRBRBRG                                0
  25  wisbek        2:28\n12:20\n\n8:44\n1:44\n10:30\n11:47…  6:51                                      0
  26  borsel        3 1 3 1\n2 1 1 4\n1 4 1 1\n\n1 5 4 1\n1…  1 5 4 1                                   0
  27  mestrel       [5|6][5|1][3|5][4|5][4|5]\n[4|3][0|4][4…  [1|5][5|1][1|5][5|0][0|4][4|0][4|3]       0
  28  ospren        .#...\n.....\n.#...\n.#...\n.....\n\n..…  .#..#\n##...\n...#.\n#.#..\n.##..         0
  29  kaldrin       [E]=[pigs^]=[sand]=[logs]=[logs^]=[milk…  [E]=[coal^]=[wool^]=[milk]=[milk^]=[coa…  1
  30  dornic        4D 6H 7C JS QH\n2S 4C 5H 7D QS\n\n2D 3S…  3H 4H 7S JD QC                            1
  31  kaldrin       [E]=[milk]=[pigs]=[pigs^]=[milk^]=[coal…  [E]=[coal]=[pigs^]=[wool]=[milk^]=[wool…  0
  32  wisbek        10:09\n11:51\n\n5:34\n12:11\n9:10\n4:19…  5:34                                      0
  33  mestrel       [6|2][2|1][0|2][2|6]\n[6|2][6|1][6|0][6…  [6|6][5|5][4|4][4|4][3|1][0|0]            0
  34  kaldrin       [E]=[logs^]=[milk^]=[logs]=[pigs]\n[E]=…  [E]=[sand]=[coal^]=[coal^]=[coal]=[coal]  1
  35  mestrel       [0|2][0|3][0|0][5|0]\n[2|0][2|3][3|5][4…  [3|4][1|3][0|3][5|3]                      0
  36  tresk         BRGRGGRBGG\nGGBRBGGBBG\n\nGGRBGGBGGG\nG…  RGGGGRBBBG                                1
  37  dornic        3C 6H 8C 10D QC\n2D 5H 7C 10C KS\n\n2C …  3C 4S 7D JC QS                            0
  38  dornic        7D 8D 9H 9C AH\n6D 6S 7S 10H AC\n\n3H 4…  2D 7S 10C JD AH                           1
