Centaur Zendo round 6 (training)
round_id : fc4d3b2de0ef475e9998c700002a94e6
written  : 2026-09-04 13:20:28Z
presented=430  answered=430  correct=30  skipped=0
client answer latency: mean 0.176 ms  median 0.169 ms  max 0.369 ms  (n=430)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  virel         22225/1                                   [-][-][-][--]\n[][-][][-][-]\n[][-][][-…  0
   1  virel         5425/4                                    [][][-][-][][][]\n[--][--][][-][-]\n[][…  0
   2  virel         365/5                                     [-][-][--][--]\n[-][---][--][]\n[][][-]…  0
   3  virel         3356/3                                    [-][---][--][-][]\n[--][][-][---][-]\n[…  0
   4  virel         2266/4                                    [-][][][][---][]\n[-][][][---][--]\n[][…  0
   5  virel         265526/1                                  [--][---][----][-][-][---]\n[---][-][--…  0
   6  virel         5246/3                                    [--][--][-][--][]\n[][][][][][-][--]\n[…  0
   7  virel         334455/4                                  [-][----][---][----][--]\n[][][-][---][…  1
   8  virel         346/2                                     [--][][][-][]\n[][---][][--]\n[][][][--…  0
   9  virel         255533/6                                  [----][---][----][-][-]\n[-][][][][][][…  1
  10  virel         64355/5                                   [---][--][--][--][----]\n[----][----][-…  0
  11  virel         5265/7                                    [---][][][--][][-]\n[-][--][-][---][-]\…  0
  12  virel         332536/4                                  [][][][][][][][--][][]\n[][-][----][][]…  1
  13  virel         5653/1                                    [][][----][][---][]\n[][][-][--][--][][…  0
  14  virel         666/2                                     [][][][--][][][][]\n[---][-][][][----]\…  0
  15  virel         6645/4                                    [][---][][][][--][][]\n[][][--][][-][][…  0
  16  virel         465424/5                                  [][][][][-][][--][][][--]\n[----][][--]…  0
  17  virel         625632/9                                  [---][---][][][-][---][]\n[---][---][--…  0
  18  virel         3533/5                                    [--][---][][-]\n[][][---][---]\n[-][][-…  0
  19  virel         25526/6                                   [][-][---][][][][][]\n[][][][----][][][…  0
  20  virel         564263/6                                  [][--][][--][][-][][-][][]\n[][---][--]…  0
  21  virel         46342/4                                   [][][][---][][][--]\n[---][---][][][---…  0
  22  virel         544355/3                                  [--][][][][][][][][----][]\n[--][--][][…  0
  23  virel         323636/5                                  [--][][][][][][][][-][]\n[---][][][-][-…  0
  24  virel         362543/5                                  [----][----][-][--][--]\n[-][-][---][-]…  0
  25  virel         553/1                                     [][][][][---]\n[--][][---][]\n[-][][---…  0
  26  virel         46236/7                                   [---][][----][---][-]\n[--][----][--][]…  0
  27  virel         652355/4                                  [][---][][][][][][---][][]\n[][][][----…  0
  28  virel         665/3                                     [][][][][][][---]\n[---][--][][][][]\n[…  0
  29  virel         326326/1                                  [][][][][---][-][][][]\n[-][-][---][---…  0
  30  virel         2635/1                                    [--][][][--][][]\n[-][-][---][-][]\n[--…  0
  31  virel         566/5                                     [][][-][----][--]\n[][][][-][][][][]\n[…  0
  32  virel         52666/5                                   [][][][][][-][][][][][][]\n[][----][][-…  0
  33  virel         525/4                                     [--][-][][-]\n[][][-][][-]\n[-][---][--…  0
  34  virel         336224/1                                  [----][---][----][-]\n[-][][---][][][-]…  0
  35  virel         24545/6                                   [][][---][---][--][]\n[][----][][][--][…  0
  36  virel         336/1                                     [---][][---]\n[][][][][][]\n[][][-][][-…  0
  37  virel         2625/1                                    [--][--][-][][]\n[][][][----][-]\n[--][…  0
  38  virel         3664/2                                    [][][][][-][][----]\n[][][--][][---][][…  0
  39  virel         363452/5                                  [][][][][][][][---][--]\n[---][---][--]…  0
  40  virel         636325/2                                  [---][--][][---][-][][--]\n[--][][][][]…  0
  41  virel         24565/4                                   [][----][----][-][---]\n[---][-][---][-…  0
  42  virel         3454/6                                    [---][-][----][]\n[----][-][--][-]\n[][…  0
  43  virel         6356/4                                    [--][-][][--][---][]\n[-][-][][][][-][-…  1
  44  virel         556/2                                     [][-][][---][][]\n[][----][][][][]\n[--…  0
  45  virel         4355/5                                    [--][][][---][][]\n[---][-][--][---]\n[…  0
  46  virel         63662/1                                   [][----][--][][][--][-]\n[][][][][-][--…  0
  47  virel         62554/3                                   [---][---][-][-][----]\n[---][][----][-…  0
  48  virel         6446/6                                    [-][][][][][][-][][]\n[--][][-][][---][…  0
  49  virel         452632/2                                  [][][][----][][][-][-]\n[][][-][---][][…  0
  50  virel         4266/5                                    [][-][--][][--][-]\n[-][---][----][--]\…  0
  51  virel         4553/1                                    [--][][-][][][][]\n[][][][-][-][][-]\n[…  0
  52  virel         56356/10                                  [--][-][----][][-][-][][]\n[---][--][--…  0
  53  virel         235535/7                                  [---][--][][][][][][--]\n[][][-][][----…  0
  54  virel         652/2                                     [][][---][][]\n[][][-][----]\n[----][][…  0
  55  virel         26322/3                                   [][][][--][-][]\n[][-][--][--][]\n[-][-…  0
  56  virel         44243/4                                   [--][][-][][][][]\n[--][--][---][--]\n[…  0
  57  virel         423655/2                                  [---][][---][-][-][--][-]\n[][---][-][-…  0
  58  virel         5422/1                                    [---][][][][]\n[-][][-][---]\n[----][--…  0
  59  virel         365/2                                     [----][][--][]\n[-][-][][----]\n[-][][]…  0
  60  virel         3446/5                                    [][---][][][][][]\n[---][][][][-][-]\n[…  0
  61  virel         23532/3                                   [--][][----][-]\n[][--][---][--]\n[][--…  0
  62  virel         522535/2                                  [][][][--][][][][][--]\n[][][][--][][][…  0
  63  virel         6466/8                                    [][-][--][][][---][][]\n[---][][-][-][-…  0
  64  virel         6465/1                                    [---][][][][-][-][][]\n[--][][][][---][…  0
  65  virel         454443/8                                  [---][][----][][-][----]\n[][-][---][--…  0
  66  virel         25362/1                                   [][][][][][--][][]\n[-][][][---][][][]\…  0
  67  virel         266/3                                     [-][][][][][-]\n[----][][----]\n[-][---…  0
  68  virel         532564/10                                 [][----][----][][-][][][]\n[][][][-][--…  0
  69  virel         542564/9                                  [][][][--][][][][----][][]\n[][][][][][…  0
  70  virel         635246/7                                  [---][-][-][--][-][--][][]\n[][---][][]…  0
  71  virel         56524/4                                   [][][---][][][-][----]\n[----][][][][--…  0
  72  virel         36452/6                                   [][-][][][][---][][]\n[---][][-][--][-]…  0
  73  virel         632323/6                                  [---][-][][][][][-]\n[-][-][--][---][--…  1
  74  virel         4464/1                                    [][----][][][][--]\n[][][---][----][-]\…  0
  75  virel         44256/8                                   [][-][][----][][--][]\n[-][][][][----][…  0
  76  virel         366235/7                                  [----][][--][][][-][--][]\n[--][][][-][…  0
  77  virel         44466/1                                   [--][][-][][][-][---][-]\n[][--][][---]…  0
  78  virel         5524/5                                    [---][][-][][][]\n[-][----][][---]\n[][…  0
  79  virel         55354/4                                   [][][][][][][--][][][]\n[-][][][][][][]…  0
  80  virel         5466/4                                    [][][-][][][][--][][]\n[][---][][][][--…  0
  81  virel         44362/1                                   [-][-][---][-][---]\n[---][--][--][----…  0
  82  virel         5452/6                                    [--][][][][-][-]\n[][----][][--][]\n[][…  0
  83  virel         543625/10                                 [][][][][][][-][][][--][]\n[----][-][][…  0
  84  virel         6565/1                                    [][][][][][][][][][--]\n[--][--][---][-…  0
  85  virel         55422/1                                   [][][-][----][-][]\n[][][--][][][----]\…  0
  86  virel         2533/2                                    [-][---][][-]\n[][][-][][][]\n[][-][---…  0
  87  virel         544/2                                     [][--][][][-]\n[---][][][][]\n[][][][--…  0
  88  virel         2264/4                                    [-][-][-][---]\n[][][-][][---]\n[][][][…  0
  89  virel         3254/4                                    [][-][][-][--]\n[][----][--][]\n[][][--…  0
  90  virel         562/3                                     [-][][-][---]\n[][---][][--]\n[][-][---…  0
  91  virel         35335/1                                   [][-][-][-][--][][]\n[][---][---][][---…  0
  92  virel         3536/4                                    [-][--][][----][]\n[--][---][----][]\n[…  0
  93  virel         626/1                                     [][][---][-][]\n[][---][--][-]\n[][][-]…  0
  94  virel         33524/1                                   [][---][][--][][]\n[--][---][----][]\n[…  0
  95  virel         5446/2                                    [---][---][][][---]\n[----][-][----][][…  0
  96  virel         543/1                                     [--][---][-]\n[][][][-][-]\n[][-][][][-…  0
  97  virel         3345/5                                    [][---][-][][-]\n[][][--][][-][]\n[----…  0
  98  virel         225234/7                                  [-][---][][][][][]\n[][-][--][---][--]\…  1
  99  virel         565/2                                     [-][-][-][--][-]\n[][][--][----][]\n[][…  0
 100  virel         3662/6                                    [][-][-][---][--]\n[-][][][][-][---]\n[…  0
 101  virel         535433/2                                  [---][][][-][---][----]\n[][][---][--][…  0
 102  virel         266245/3                                  [--][----][----][][][---]\n[][--][--][]…  0
 103  virel         22365/5                                   [][----][-][--][-]\n[][][][][][---][-]\…  0
 104  virel         4252/1                                    [][][--][-][]\n[][-][-][---]\n[][][-][-…  0
 105  virel         34322/4                                   [][][][--][--]\n[-][---][][][]\n[---][-…  0
 106  virel         43245/3                                   [][][--][-][][][-]\n[-][----][--][---]\…  0
 107  virel         56322/4                                   [][--][][][][][][]\n[][][][][--][--][]\…  0
 108  virel         462326/3                                  [---][---][--][][][---]\n[-][--][----][…  0
 109  virel         45326/7                                   [----][--][----][--]\n[---][][--][----]…  0
 110  virel         532246/4                                  [][][][][--][][----][]\n[][][][---][][-…  0
 111  virel         356242/8                                  [---][][--][---][----]\n[---][-][---][-…  0
 112  virel         3265/5                                    [----][--][-][-]\n[][-][-][][][--]\n[-]…  0
 113  virel         3552/2                                    [----][----][-]\n[---][][][][--]\n[][-]…  0
 114  virel         4456/7                                    [--][----][--][---]\n[---][][][----][][…  0
 115  virel         626345/3                                  [][][][--][][][][----][][]\n[][---][][]…  0
 116  virel         425354/4                                  [][-][----][][-][][-][]\n[][-][----][][…  0
 117  virel         425222/3                                  [][][][----][][-]\n[-][][][][-][][-]\n[…  0
 118  virel         2564/6                                    [][-][--][][--][]\n[--][----][--][-]\n[…  0
 119  virel         6253/4                                    [][][--][][][--]\n[][-][---][][--]\n[][…  0
 120  virel         42566/8                                   [-][---][--][----][---]\n[-][----][--][…  0
 121  virel         3436/5                                    [][---][--][-][]\n[][][][-][---][]\n[][…  0
 122  virel         5525/3                                    [--][---][---][-]\n[-][--][--][][][]\n[…  0
 123  virel         432243/1                                  [-][---][-][-][--]\n[---][-][----][--]\…  0
 124  virel         253632/5                                  [--][-][----][-][-][]\n[][][][---][][][…  1
 125  virel         3454/5                                    [--][---][][-][]\n[][---][][][][-]\n[][…  0
 126  virel         545433/8                                  [][][][][----][][][----]\n[--][---][---…  0
 127  virel         425354/7                                  [--][][][][][][][][---]\n[--][][][][---…  0
 128  virel         454442/6                                  [][][---][][][][----][]\n[--][-][-][---…  0
 129  virel         44442/2                                   [--][----][---][-]\n[----][--][---][-]\…  0
 130  virel         555/4                                     [----][-][----]\n[][---][-][][-]\n[][-]…  0
 131  virel         2543/2                                    [-][][-][--][]\n[-][-][-][---]\n[--][][…  0
 132  virel         264464/3                                  [---][][--][----][][][-][]\n[---][---][…  0
 133  virel         4565/8                                    [----][][][][][][][]\n[--][--][-][----]…  0
 134  virel         25635/8                                   [][][][-][][][][--][]\n[][][--][][--][-…  0
 135  virel         354524/6                                  [---][][----][----][][]\n[----][-][][-]…  0
 136  virel         35363/7                                   [--][----][-][--][-]\n[][--][][][---][-…  0
 137  virel         3336/4                                    [-][--][--][--]\n[---][][][-][-]\n[][][…  0
 138  virel         4245/1                                    [][-][----][--]\n[][--][-][][--]\n[][][…  0
 139  virel         65252/3                                   [----][][][][---][-]\n[-][--][----][][-…  0
