Centaur Zendo round 4 (training)
round_id : a3565dbc76024b2293fbe156fb385955
written  : 2026-09-04 13:43:02Z
presented=438  answered=438  correct=3  skipped=0
client answer latency: mean 0.193 ms  median 0.185 ms  max 1.296 ms  (n=439)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  fennick       HJ.VS.SJF.JJ.E..EV..V.EH.J..HJ..FH.VE.H…  H.......F..J..........E...............H…  0
   1  fennick       CMG.ER.BR.MC.BC.E..CE..MMB.M.G.R.CB.ME.…  C.......R..C.......C.......M...........…  0
   2  fennick       JJ.CA..AK..SF..CCJ.FK.K.JC.SK.FA.AJ.AK.…  J.......K..........F.......S..F........…  0
   3  fennick       TJ.PTN..N.VE.JEJ.EE..V.TJP.TPJ.TN.EJ..T…  T.......N..E...............T..........T…  0
   4  fennick       GT.E.R..CC.CE.G.RDD..GGT.GCT..ED.ER.ED.…  G.......C..................T..E........…  0
   5  fennick       UFU.CW.FUU.FGF..U.WF.UA..C..CA.FUW..G..…  U.......U..F.......F..A................…  0
   6  fennick       PN.DP.DP.PF.CN.UND.D.UN.C..F..DU..FU.U.…  P..................D.......F..D........…  0
   7  fennick       TWN..AC.NWT..W..T..CP.PW.CT.TA.CW.WNP.C…  T.......N..........C..................C…  0
   8  fennick       AGC.DD.V.BGB.DG.GV.G..GA..DV.G..V..D.AV…  A..................G.......V..........V…  0
   9  fennick       CD..F.M.MC.D.ME.CF.LE.CD.E..ME.DDF.L..C…  C.......M..D.......L..................C…  0
  10  fennick       SH..NH.VSH.NL.G.V.HS.GL.LL.N.NG..S.NHS.…  S.......S..........S.......N..G........…  0
  11  fennick       KGG.S.G..GT.AV.T..VA.GK.KS..AG.GT..K..K…  K..................A..................K…  0
  12  fennick       WVC.B.V.B.BB.S.W.WCC.VW.WBB.K.C.SW.SS.C…  W.......B..B.......C..W.......C.......C…  0
  13  fennick       PG.MD..MP.GMG..E.WG.W.DPE.M.PD.PG.EE..P…  P.......P..M..........................P…  0
  14  fennick       BU..CBE..UB..BC.CUC.C.BF.F.FEU.EE.UFT.B…  B.....................B....F..........B…  0
  15  fennick       UT.LV.U.UV.P.C.T..CL.V.UCP..TVV.LCL..U.…  U.......U..P.......L..........V........…  0
  16  fennick       LUL.L.PU.VVH.H.KLV.UU.V.P..KLK.LU.K..HH…  ...................U.......K..........H…  0
  17  fennick       JEE.G.EGJ.E.JW.JKD.D..KJD.W.GD.K.KK.JD.…  J.......J..........D...................…  0
  18  fennick       JN.AD.DK.KTJ.J..T.A..K.N..KJ.AJ.JT..JTK…  J..........................J..J.......K…  0
  19  fennick       HA.H..DS.M..MD.AH..BM.HSS.SBB.AM.MB..AB…  ...................B.......B..A.......B…  0
  20  fennick       JCC..VCF.J.F.V.CK.VCC.JFN.JNF.NC.KFF..K…  ...................C.......N..N.......K…  0
  21  fennick       HHD..M..MMD.DF.RE..HD.E.F.ER..H.MH.RR.D…  H.......M..........H.......R..H.......D…  0
  22  fennick       MJ.UA.U.P.J.PM.M..JA.HH..PU.MA..MHA.HP.…  M..U....P..........A..H..........H.....…  0
  23  fennick       LV.V.VA.CNM.A..LC.N.C.MC.LLN.MAA.M.VAA.…  L.......C..................N..A........…  0
  24  fennick       NMN.S.FMF.N..C.F..SMM.FC.U.CNM.NFM.UM..…  NMN.S.FMF.N..C.F..SMM.FC.U.CNM.NFM.UM..…  0
  25  fennick       CCG.GR.G.H.A.H.CRA.CA.A.RD.HH.DC.CD.AR.…  C..................C.......H..D........…  0
  26  fennick       DJ.K..AK.JA.JD.VA.A.L.DLV.KL.D..KV.KDK.…  DJ.K..AK.JA.JD.VA.A.L.DLV.KL.D..KV.KDK.…  0
  27  fennick       WJ.J.RW.MJ.JR..E.H.EE.R.EJH.HJ..HRM.W..…  =======================================…  0
  28  fennick       MCC.HM.MCC..N.HH.M.MN..C..TJ..MN.H.HJ.T…  M.......C..........M.......J..M.......T…  0
  29  fennick       RR.GB.AR.C.CKA..B.K.AK.BKB..KC..GA.RBG.…  R..G.......C.....................A.....…  0
  30  fennick       BF..B.WRN.WNR.R.F..F.E.RE.W.NF.NFW.BW..…  B.......N..N.......F...................…  0
  31  fennick       NF.FN.T.K..WFB.B.WF..NT.TNT..BFK.KT.WF.…  N..F....K..W..........T.......F..K.....…  0
  32  fennick       MMM.D.DW.CMN.C.B.DM.BC..W.CCC.BN.WD.BWM…  M..........................C..B.......M…  1
  33  fennick       SWB.WB.WTT..DS.F.B.BWT.FFS.DB..D..W.SW.…  S.......T..........B.......D...........…  0
  34  fennick       KN.V.TEE.NVE.KW.T.N..KT.KE.V..W.VV.ET.K…  K..........................V..W.......K…  0
  35  fennick       TDN.U.ATM.DTU.TT.DN..TD.NM..T.AD.A.D..U…  T.......M.....................A.......U…  0
  36  fennick       VG.E.G.V.GG..PE.GK.EB.KV..BK.B.PKE.B.PV…  V..................E.......K..........V…  0
  37  fennick       SS.CEC.BE.S.EC.BV..SLL.SBE.VSB.V..C.SC.…  S..C....E..........S.....E.V........S..…  0
  38  fennick       DC..PK.UD.C.FPU.PUC.FFD..KU.KC.F.K.D.U.…  D.......D.....U.......D..........K.....…  0
  39  fennick       FL.LL.U.PF.RUF..RR.RU.VL.PL.F.P.FVP.UP.…  ........P..........R..........P........…  0
  40  fennick       ADG.MR.GA.DA..A.L.MGD.DG..LL.MR..R.G.RD…  A.......A..A.......G.......L..R.......D…  0
  41  fennick       UPB.TB.J..JA.UUA..U.T.AP.B.PU.P.TJ.UJ.A…  U..........A...............P..P.......A…  0
  42  fennick       VC.C.UV.K..VK.CC.RCK.SR.RK.S.SV.CV..UV.…  ........K..........K.......S..V........…  0
  43  fennick       NG..B.N.BTC.G..B.BV.CT..CV.GT.GV.C.V.G.…  N.......B..................G..G........…  0
  44  fennick       TV.SV..M.STM.SL.LL.L.V.CV.S.SVC..T..MTT…  T..................L..........C.......T…  0
  45  fennick       GGT..G.DGD.R.PR.GR.MGR..DT.D.P.DD..PR.T…  ........G..................D..........T…  0
  46  fennick       LT..GGP..J.TL.DL.TG.PJ.G.D.P.TP.LDD.J..…  L..........................P..P........…  0
  47  fennick       TD.S..TD.NN.M.DST.MT.T..DSN.DS.WM..W.NS…  T..S...............T..................S…  0
  48  fennick       TW.W.EH.J.JT.EWC.ET.CWH.EE..T..CWJ.JW.C…  T.......J..T..........H..........J....C…  0
  49  fennick       KVW.RD.RK.D.DDV.TR.R.VK.V.K..DR.DV.TW..…  K.......K..........R..........R........…  0
  50  fennick       SSU..SH.SUS.U.S..H.UL.L.W.NH.HNL..N.NL.…  S.......S..........U..L....H..N........…  0
  51  fennick       VTT..GG.GCC..GU.NV.VNG.UGU..C.NGU.VT.T.…  V.......G..........V..........N........…  0
  52  fennick       ULE.F..LE.UUP..L.UF.UA.U..EP.E..UL.P.FP…  ULE.F..LE.UUP..L.UF.UA.U..EP.E..UL.P.FP…  0
  53  fennick       UCU.KCK.BK.RC.UU..K..U.C.R.UB.NR.URB..K…  U.......B..................U..N.......K…  0
  54  fennick       JG.KS..KG.SV.J.SSK.GV..S.P.PJ.VS..PG..J…  JG.KS..KG.SV.J.SSK.GV..S.P.PJ.VS..PG..J…  0
  55  fennick       HHV.DH.H.D.RD..GG.RGR..V..UH..VV.DR.UU.…  =======================================…  0
  56  fennick       CKC.KF.W.AF.A.FK.EKE.E..FAC.ECC.K.EW.C.…  C.............F....E..........C........…  0
  57  fennick       JE.J..BJ.B.EB.BA.A..J.E.PBE..AEN..PJ.EA…  J..........E..................E.......A…  0
  58  fennick       DF.DH.H..PF.F.P.NN.V..NF..VDD.HH..N.DH.…  D..................V..N....D..H........…  0
  59  fennick       LW.WK.UL.EE.L..JL..KJ.LU.K..K.EJ.ELJ.J.…  L..W...............K..L.......E..E.....…  0
  60  fennick       WW..HU.W.MC.HD.D..DC..MU.UU..U.H..UC.HH…  W..................C..M...............H…  0
  61  fennick       JT..NT.C.JC.J.D.T.MJ..NJ.TM..N.DC..DC.C…  J..................J..................C…  0
  62  fennick       VTS..VSV.E..T.TH.H..V.ETD.DSD..EET.ES.H…  V.....................E....S.....T....H…  0
  63  fennick       MLF.F.WD.PLD.W.PPF.LPL..D..PDF.M.LM.L..…  M..........D.......L.......P...........…  0
  64  fennick       LGM..W.G.VGW..L.VWM.M.M..V.VG.LL.GLW.L.…  L..........W..........M....V..L..G.....…  0
  65  fennick       HC.WW.VC.DD.VHV..DK..K.C.V.HD.H.WC.DW.D…  H..........................H..H.......D…  0
  66  fennick       EK..EPE.KP.R.P.H.HK.E..HE.PR.T.TT..PE.T…  E.......K..R...............R..........T…  0
  67  fennick       HW..BHS.BS.WG.S.HS.KK.HK..G.SW.BG.WKH.H…  H.......B..W..S....K..H...............H…  0
  68  fennick       ABB.S..RP.FRB..R.RB.F.RBA.SF.AA.P..AF.B…  A.......P..R...............F..A.......B…  0
  69  fennick       HN.MGN..E..GH.GBM.GE..HGM.H.M..N.M.MN.G…  H.......E..........E..................G…  0
  70  fennick       KK.A.P.GK.KLA..K..KL.L..GFF.L.KL..G.F.G…  ........K..........L..........K.......G…  0
  71  fennick       FHW.W.MH.MC..FH.M.MM.C.WWW..HF.HMF.FH.F…  F..................M.............F....F…  0
  72  fennick       JG.E.UU.FME.FE.JM.EE.M..EG.G.F..GM.GG.G…  ........F..........E.......G..........G…  0
  73  fennick       JA.JL.VA.V.A.J.NV.KV..AL.K.J.N.KN..LJ..…  J..................V.......J...........…  0
  74  fennick       NK.K..H.LKK.LHL..NP.LK.NH..N.W..WH.HNP.…  N.......L..................N...........…  0
  75  fennick       TUT.N.WA.AAU.NAT..WTU..AND.D.WT.UN..T..…  T..................T.......D..T........…  0
  76  fennick       JH..THK.J.HTH.HTF..JT..T.FJ.KA.JTA.K.AK…  J.......J..........J..................K…  0
  77  fennick       JL.UP.JP.UV.V.LV.JLV.U.PKU.J.LV..K.UV.P…  J..................V.......J..V.......P…  0
  78  fennick       WKK.WW.T.KT.R.W.LW.LT..RRR.L.RR.J..LLK.…  W..................L.......L..R........…  0
  79  fennick       CH.NHH.CH..WHC..VE.E..C.WV.N..EC.W.VW.W…  ........H..........E.......N..E.......W…  0
  80  fennick       LEF.L.EFF.ER.WL.KKF.KRE.W..WFF.E.WKE.LW…  LEF.L.EFF.ER.WL.KKF.KRE.W..WFF.E.WKE.LW…  0
  81  fennick       UKD.NN.PK.MPK..K..U.PU.D.P.NKU.MM.PM..M…  U.......K..P...............N..........M…  0
  82  fennick       JUS.RH.JR.SU.HUJ..RJD.H..USJ.H.U.UR.D.R…  JUS.RH.JR.SU.HUJ..RJD.H..USJ.H.U.UR.D.R…  0
  83  fennick       MU.M.MFA.RR.MF.AF.U.R.UM.A.FAL.FL.UU.F.…  =======================================…  0
  84  fennick       DD.PP..D..HFU..H.FF.U..EH.EU.FH.P.E.F.H…  D..P.......F...............U..H.......H…  0
  85  fennick       UF.LSS.G.SL.UF..L.GU..UR.LFG.FRR..U.FG.…  U..................U..U....G..R........…  0
  86  fennick       AH..E.HAA.AA..GEP.P..R.PE.RR.AG.A.AP.A.…  A.......A..................R..G........…  0
  87  fennick       GA..UN.NV.U.N.GE..A.AG.E..VGV.EVV.G.EUU…  G.......V..................G..E.......U…  0
  88  fennick       LW.P.PA..L.P.LPP.RW.R.LPM.RAW.W.M.WL.LR…  L..........................A..W.......R…  0
  89  fennick       TFS.T.FJ.ST.FJT..JN.JS..J.F.TJ.TFP.N..P…  T................................P....P…  0
  90  fennick       WLL.VR.VV.NRN..WLN.W.D.L.N..R..LR.WD.R.…  W.......V..R.......W...................…  0
  91  fennick       URV..JU.V.LJ.U.UR.JR.RUU..LV..L.J.PP..R…  ........V..........R.......V..L.......R…  0
  92  fennick       CC.GGH.PC.P.GHD.DM..M.PC..C.PH.HG.DH..P…  C.......C.............P...............P…  0
  93  fennick       BBR.KJ..VM..V..RJ.RV.BKM.K.VBJ.JBK.RK.J…  B.......V..........V..K....V.....K....J…  0
  94  fennick       LBN.L..TBB.BL.ND.T.BN.DBD.TN.TB.LB..DD.…  L.......B..B.......B.......N..B........…  0
  95  fennick       FFW.UD.FJF.WW.UJ.J..UUR.UFD.WR..D.JJF..…  F.......J..W..U.......R..F..........F..…  0
  96  fennick       RHG.HE.T.HG..G..VT.EG.HV.GHT.R.V.RV.H.R…  R..................E.......T..........R…  0
  97  fennick       LHL.A.SE..H.AL.HL.EH.R..E.RE.RLL.S..L.H…  L..................H.......E..L.......H…  0
  98  fennick       PE.SSG.BL.SSP.ES.S..LE.BB.P..E.L.LE.PP.…  P.......L..S.....................L.....…  0
  99  fennick       TSA..SC.C..CAV.STG..S.T.SCG..VT.GG.A.GT…  T.......C.....................T.......T…  0
 100  fennick       FBE.SK..FS..PB..ESK.F.K.B.PP.ES.K.SB.E.…  F.......F.............K....P..S........…  0
 101  fennick       FW.FT.DF..TWF.DFW..H.DH.TNN.HT.NH.W.NN.…  F..F.......W.......H..H................…  0
 102  fennick       PNP..DP.D..V.W..S.PV..N.DV.PN..WVS.DWV.…  P.......D..........V.......P...........…  0
 103  fennick       AUU..FA.U..RFU.AF.RD.D.GG..DG.DGR.FG.DF…  A.......U..........D.......D..D.......F…  0
 104  fennick       SAG.DG..H.HS.GA.DH.LSG.D.H.ALD.GA..A.S.…  S.......H..........L.......A...........…  0
 105  fennick       EA..LDA.EW.E.DG.LWD.D.L.GE.EEG..G.GWD.L…  E.......E..................E..........L…  0
 106  fennick       EWJ.NW..A.NN.AE.WUJ..UW.J..NJA..N.E.AEU…  E.......A..N...............N..........U…  0
 107  fennick       LF.PPD.FHD.FD..E.EH.P..LL.FH..H..HHP.HP…  ........H..................H..H.......P…  0
 108  fennick       PHF.PH.WF.N.F..PWH..JHF.P.HW.W..FNJ.WN.…  PHF.PH.WF.N.F..PWH..JHF.P.HW.W..FNJ.WN.…  0
 109  fennick       SG.RWV..GW.GWN..R..WR..V.WW.W..SVS.NWN.…  S.......G..G.......W...................…  0
 110  fennick       NG..SJ..EKJ.NKK..NN.KJ..N.JG.GSN.S.NG.K…  NG..SJ..EKJ.NKK..NN.KJ..N.JG.GSN.S.NG.K…  0
 111  fennick       APL.PW.H.P..LP..AEH..WP.A..E..L..EW.AP.…  =======================================…  0
 112  fennick       CJ.DCJ.CDR.SR.C.SR.AJ.CCS..R..RJ..S..CD…  C.......D..S.......A.......R..R.......D…  0
 113  fennick       GGA..SA.A.AUU.AU.U.GW..GW.DD.S.WW.SUS.G…  G.......A..........G.......D..........G…  0
 114  fennick       WMT.H.JN.NM.HN..T..N.NM.W.WNM.HH..JMT.W…  W..................N.......N..H.......W…  0
