Centaur Zendo round 3 (training)
round_id : a9181d6c4e5648febc8cc5e5cc98f18e
written  : 2026-09-04 18:02:25Z
presented=482  answered=482  correct=0  skipped=0
client answer latency: mean 0.093 ms  median 0.087 ms  max 1.249 ms  (n=482)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  tovel         29/1/Y/6/1                                29/1/Y/6/1                                0
   1  tovel         28/1/C/4/14                               14: C                                     0
   2  tovel         29/6/U/2/23                               {"day": 23, "letter": "U"}                0
   3  tovel         31/5/V/3/12                               12V                                       0
   4  tovel         28/0/R/5/9                                8R                                        0
   5  tovel         31/1/G/2/21                               G                                         0
   6  tovel         31/4/A/6/11                               31/4/A/6/11                               0
   7  tovel         29/5/Q/2/11                               11: Q                                     0
   8  tovel         30/6/P/2/16                               {"day": 16, "letter": "P"}                0
   9  tovel         30/5/V/3/11                               11V                                       0
  10  tovel         29/2/N/5/13                               12N                                       0
  11  tovel         28/1/U/2/7                                U                                         0
  12  tovel         29/2/W/6/8                                29/2/W/6/8                                0
  13  tovel         31/1/G/4/16                               16: G                                     0
  14  tovel         30/5/D/6/10                               {"day": 10, "letter": "D"}                0
  15  tovel         29/6/A/5/10                               10A                                       0
  16  tovel         30/3/L/5/14                               13L                                       0
  17  tovel         29/0/W/6/8                                W                                         0
  18  tovel         28/1/W/5/9                                28/1/W/5/9                                0
  19  tovel         31/6/H/3/17                               17: H                                     0
  20  tovel         30/6/O/5/11                               {"day": 11, "letter": "O"}                0
  21  tovel         31/2/O/3/22                               22O                                       0
  22  tovel         29/4/R/2/20                               19R                                       0
  23  tovel         30/3/P/6/12                               P                                         0
  24  tovel         30/0/Y/3/10                               30/0/Y/3/10                               0
  25  tovel         29/5/N/3/12                               12: N                                     0
  26  tovel         31/3/U/3/20                               {"day": 20, "letter": "U"}                0
  27  tovel         30/0/A/2/22                               22A                                       0
  28  tovel         30/2/Y/6/8                                7Y                                        0
  29  tovel         30/3/O/4/13                               O                                         0
  30  tovel         30/5/Z/4/17                               30/5/Z/4/17                               0
  31  tovel         29/2/S/3/7                                7: S                                      0
  32  tovel         28/5/F/2/24                               {"day": 24, "letter": "F"}                0
  33  tovel         31/6/A/3/9                                 9A                                       0
  34  tovel         29/0/U/5/10                               9U                                        0
  35  tovel         31/3/Q/2/14                               Q                                         0
  36  tovel         31/0/W/5/10                               31/0/W/5/10                               0
  37  tovel         31/3/C/6/7                                7: C                                      0
  38  tovel         31/5/Z/6/5                                {"day": 5, "letter": "Z"}                 0
  39  tovel         29/2/G/2/22                               22G                                       0
  40  tovel         29/1/B/2/16                               15B                                       0
  41  tovel         30/0/D/4/15                               D                                         0
  42  tovel         28/6/S/6/4                                28/6/S/6/4                                0
  43  tovel         28/5/J/6/5                                5: J                                      0
  44  tovel         30/1/T/2/21                               {"day": 21, "letter": "T"}                0
  45  tovel         29/0/H/4/3                                 3H                                       0
  46  tovel         31/0/I/6/10                               9I                                        0
  47  tovel         31/1/G/5/14                               G                                         0
  48  tovel         28/6/J/6/3                                28/6/J/6/3                                0
  49  tovel         31/6/I/4/11                               11: I                                     0
  50  tovel         30/6/L/4/11                               {"day": 11, "letter": "L"}                0
  51  tovel         29/1/J/6/7                                 7J                                       0
  52  tovel         31/0/P/6/8                                7P                                        0
  53  tovel         28/3/N/5/7                                N                                         0
  54  tovel         31/2/L/6/13                               31/2/L/6/13                               0
  55  tovel         29/5/Y/5/10                               10: Y                                     0
  56  tovel         30/3/A/4/19                               {"day": 19, "letter": "A"}                0
  57  tovel         31/0/V/4/16                               16V                                       0
  58  tovel         30/0/T/2/17                               16T                                       0
  59  tovel         29/0/X/2/17                               X                                         0
  60  tovel         30/4/J/5/12                               30/4/J/5/12                               0
  61  tovel         31/6/E/4/11                               11: E                                     0
  62  tovel         31/3/D/3/12                               {"day": 12, "letter": "D"}                0
  63  tovel         28/4/X/4/11                               11X                                       0
  64  tovel         28/3/W/5/12                               11W                                       0
  65  tovel         29/1/Q/6/7                                Q                                         0
  66  tovel         29/0/J/2/15                               29/0/J/2/15                               0
  67  tovel         31/2/S/3/21                               21: S                                     0
  68  tovel         30/5/C/6/5                                {"day": 5, "letter": "C"}                 0
  69  tovel         30/3/Q/3/21                               21Q                                       0
  70  tovel         30/1/H/2/23                               22H                                       0
  71  tovel         31/4/A/2/25                               A                                         0
  72  tovel         31/3/J/5/14                               31/3/J/5/14                               0
  73  tovel         31/5/F/6/10                               10: F                                     0
  74  tovel         31/1/S/5/9                                {"day": 9, "letter": "S"}                 0
  75  tovel         31/2/A/3/14                               14A                                       0
  76  tovel         31/2/W/4/6                                5W                                        0
  77  tovel         28/5/W/5/12                               W                                         0
  78  tovel         31/2/T/6/13                               31/2/T/6/13                               0
  79  tovel         31/3/K/6/12                               12: K                                     0
