Centaur Zendo round 2 (training)
round_id : 4ffe1fc3a9db459f9fdd6bd7a9e7abc7
written  : 2026-09-04 17:53:56Z
presented=459  answered=459  correct=0  skipped=0
client answer latency: mean 0.095 ms  median 0.088 ms  max 1.185 ms  (n=459)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  tovel         28/5/R/2/19                               R                                         0
   1  tovel         30/5/J/4/12                               j                                         0
   2  tovel         30/0/I/4/9                                9I                                        0
   3  tovel         31/4/N/3/20                               20N                                       0
   4  tovel         31/4/A/3/18                               A                                         0
   5  tovel         30/4/A/2/20                               a                                         0
   6  tovel         30/5/E/2/17                               17E                                       0
   7  tovel         31/3/I/4/19                               19I                                       0
   8  tovel         28/6/P/6/4                                P                                         0
   9  tovel         31/5/B/4/10                               b                                         0
  10  tovel         31/3/I/4/19                               19I                                       0
  11  tovel         29/6/A/3/17                               17A                                       0
  12  tovel         30/6/S/3/16                               S                                         0
  13  tovel         28/5/A/4/17                               a                                         0
  14  tovel         29/0/T/5/9                                9T                                        0
  15  tovel         30/2/O/2/14                               14O                                       0
  16  tovel         31/4/V/6/5                                V                                         0
  17  tovel         30/5/Z/2/24                               z                                         0
  18  tovel         31/1/H/5/9                                9H                                        0
  19  tovel         30/1/J/4/15                               15J                                       0
  20  tovel         30/4/A/5/13                               A                                         0
  21  tovel         30/1/V/2/22                               v                                         0
  22  tovel         31/0/B/6/10                               10B                                       0
  23  tovel         29/6/Y/2/11                               11Y                                       0
  24  tovel         30/5/K/3/17                               K                                         0
  25  tovel         28/3/R/2/13                               r                                         0
  26  tovel         29/1/X/6/7                                7X                                        0
  27  tovel         30/0/L/6/8                                8L                                        0
  28  tovel         28/6/D/6/9                                D                                         0
  29  tovel         30/2/B/6/8                                b                                         0
  30  tovel         30/2/X/4/14                               14X                                       0
  31  tovel         31/5/J/4/17                               17J                                       0
  32  tovel         29/1/I/3/16                               I                                         0
  33  tovel         30/0/D/4/15                               d                                         0
  34  tovel         31/4/F/2/25                               25F                                       0
  35  tovel         30/3/B/3/13                               13B                                       0
  36  tovel         31/3/M/6/12                               M                                         0
  37  tovel         28/0/C/4/10                               c                                         0
  38  tovel         29/3/L/6/7                                7L                                        0
  39  tovel         31/4/N/3/20                               20N                                       0
  40  tovel         31/3/Y/6/12                               Y                                         0
  41  tovel         31/6/R/3/4                                r                                         0
  42  tovel         30/2/T/4/15                               15T                                       0
  43  tovel         30/6/D/4/11                               11D                                       0
  44  tovel         28/6/O/5/11                               O                                         0
  45  tovel         29/6/V/6/9                                v                                         0
  46  tovel         29/5/O/3/17                               17O                                       0
  47  tovel         31/2/V/2/27                               27V                                       0
  48  tovel         31/3/L/3/19                               L                                         0
  49  tovel         29/5/V/5/12                               v                                         0
  50  tovel         29/1/T/2/16                               16T                                       0
  51  tovel         30/5/A/6/5                                5A                                        0
  52  tovel         29/3/C/4/14                               C                                         0
  53  tovel         31/4/O/5/12                               o                                         0
  54  tovel         28/4/S/4/12                               12S                                       0
  55  tovel         30/4/B/6/6                                6B                                        0
  56  tovel         28/0/R/3/17                               R                                         0
  57  tovel         30/5/D/3/12                               d                                         0
  58  tovel         30/4/F/3/20                               20F                                       0
  59  tovel         29/3/T/5/7                                7T                                        0
  60  tovel         30/5/C/4/10                               C                                         0
  61  tovel         31/5/H/2/18                               h                                         0
  62  tovel         30/4/T/5/12                               12T                                       0
  63  tovel         28/2/S/6/6                                6S                                        0
  64  tovel         30/0/W/2/17                               W                                         0
  65  tovel         30/0/G/5/9                                g                                         0
  66  tovel         31/2/G/4/15                               15G                                       0
  67  tovel         31/0/M/3/16                               16M                                       0
  68  tovel         29/2/F/6/8                                F                                         0
  69  tovel         30/3/A/6/12                               a                                         0
  70  tovel         30/2/X/4/14                               14X                                       0
  71  tovel         28/3/Z/6/7                                7Z                                        0
  72  tovel         28/1/G/5/9                                G                                         0
  73  tovel         28/4/K/3/18                               k                                         0
  74  tovel         29/4/D/4/13                               13D                                       0
  75  tovel         31/6/L/2/17                               17L                                       0
  76  tovel         30/2/T/3/20                               T                                         0
  77  tovel         29/1/N/5/9                                n                                         0
  78  tovel         28/3/A/6/7                                7A                                        0
  79  tovel         29/1/Z/5/9                                9Z                                        0
  80  tovel         29/6/X/3/11                               X                                         0
  81  tovel         30/1/Q/3/21                               q                                         0
  82  tovel         31/2/T/4/13                               13T                                       0
  83  tovel         30/2/C/3/14                               14C                                       0
  84  tovel         29/6/Z/4/3                                Z                                         0
  85  tovel         31/4/F/2/20                               f                                         0
  86  tovel         30/3/C/3/21                               21C                                       0
  87  tovel         31/6/M/3/17                               17M                                       0
  88  tovel         31/5/Z/2/18                               Z                                         0
  89  tovel         31/0/H/5/10                               h                                         0
  90  tovel         31/0/F/3/22                               22F                                       0
  91  tovel         30/3/B/5/13                               13B                                       0
  92  tovel         29/2/P/2/22                               P                                         0
  93  tovel         30/2/Q/6/8                                q                                         0
  94  tovel         31/4/Z/3/18                               18Z                                       0
  95  tovel         30/2/A/6/8                                8A                                        0
  96  tovel         28/0/I/4/15                               I                                         0
  97  tovel         30/3/L/4/19                               l                                         0
  98  tovel         28/4/F/3/18                               18F                                       0
  99  tovel         31/4/B/4/13                               13B                                       0
 100  tovel         31/2/V/3/22                               V                                         0
 101  tovel         29/3/H/6/7                                h                                         0
 102  tovel         31/2/R/4/14                               14R                                       0
 103  tovel         29/5/A/5/12                               12A                                       0
 104  tovel         31/6/I/3/4                                I                                         0
 105  tovel         30/4/J/2/6                                j                                         0
 106  tovel         29/5/T/4/17                               17T                                       0
 107  tovel         31/6/R/3/10                               10R                                       0
 108  tovel         30/2/T/6/8                                T                                         0
 109  tovel         30/0/X/5/8                                x                                         0
 110  tovel         30/3/M/2/21                               21M                                       0
 111  tovel         30/4/N/4/12                               12N                                       0
 112  tovel         29/6/M/3/9                                M                                         0
 113  tovel         31/2/M/3/22                               m                                         0
 114  tovel         30/5/X/3/18                               18X                                       0
 115  tovel         31/3/P/6/12                               12P                                       0
 116  tovel         30/0/T/6/8                                T                                         0
 117  tovel         30/0/E/6/8                                e                                         0
 118  tovel         30/4/N/5/11                               11N                                       0
 119  tovel         28/6/J/4/16                               16J                                       0
 120  tovel         31/2/R/2/14                               R                                         0
 121  tovel         29/4/G/4/13                               g                                         0
 122  tovel         30/3/R/3/21                               21R                                       0
 123  tovel         31/5/I/5/10                               10I                                       0
 124  tovel         30/6/A/3/9                                A                                         0
 125  tovel         31/3/K/3/20                               k                                         0
 126  tovel         30/0/U/6/8                                8U                                        0
 127  tovel         30/6/H/5/4                                4H                                        0
 128  tovel         28/4/W/2/20                               W                                         0
 129  tovel         28/3/V/2/20                               v                                         0
 130  tovel         30/4/U/6/6                                6U                                        0
 131  tovel         31/5/S/5/4                                4S                                        0
 132  tovel         28/3/E/2/13                               E                                         0
 133  tovel         29/1/I/4/9                                i                                         0
 134  tovel         30/6/D/5/11                               11D                                       0
 135  tovel         30/0/B/6/8                                8B                                        0
 136  tovel         31/3/D/6/7                                D                                         0
 137  tovel         30/3/I/2/13                               i                                         0
 138  tovel         30/3/V/6/5                                5V                                        0
 139  tovel         30/3/V/2/19                               19V                                       0
 140  tovel         31/4/K/3/11                               K                                         0
 141  tovel         31/0/B/6/10                               b                                         0
 142  tovel         29/4/U/6/11                               11U                                       0
 143  tovel         29/0/T/2/22                               22T                                       0
 144  tovel         31/0/S/6/9                                S                                         0
 145  tovel         30/4/Q/4/18                               q                                         0
 146  tovel         28/5/D/5/11                               11D                                       0
 147  tovel         30/0/D/6/3                                3D                                        0
 148  tovel         29/2/J/3/20                               J                                         0
 149  tovel         30/1/T/5/14                               t                                         0
 150  tovel         30/5/N/5/12                               12N                                       0
 151  tovel         30/2/Z/2/21                               21Z                                       0
 152  tovel         29/6/F/3/17                               F                                         0
 153  tovel         30/1/Y/3/16                               y                                         0
 154  tovel         29/6/Y/2/11                               11Y                                       0
 155  tovel         30/6/M/4/11                               11M                                       0
 156  tovel         31/3/Q/6/12                               Q                                         0
 157  tovel         28/3/E/4/13                               e                                         0
 158  tovel         30/2/F/5/13                               13F                                       0
 159  tovel         30/5/P/4/11                               11P                                       0
 160  tovel         29/6/E/4/9                                E                                         0
 161  tovel         30/2/H/2/15                               h                                         0
 162  tovel         31/1/Z/2/23                               23Z                                       0
 163  tovel         29/5/O/4/11                               11O                                       0
 164  tovel         31/0/J/4/17                               J                                         0
 165  tovel         28/4/N/3/13                               n                                         0
 166  tovel         28/5/Z/2/19                               19Z                                       0
 167  tovel         30/3/O/3/19                               19O                                       0
 168  tovel         30/3/P/3/21                               P                                         0
 169  tovel         29/2/J/4/15                               j                                         0
 170  tovel         28/6/X/5/10                               10X                                       0
 171  tovel         28/2/C/3/15                               15C                                       0
 172  tovel         31/1/U/5/9                                U                                         0
 173  tovel         31/0/P/6/8                                p                                         0
 174  tovel         31/6/B/5/10                               10B                                       0
 175  tovel         30/6/B/3/10                               10B                                       0
 176  tovel         29/0/X/5/10                               X                                         0
 177  tovel         30/0/S/4/10                               s                                         0
 178  tovel         29/5/M/6/10                               10M                                       0
 179  tovel         28/3/R/5/12                               12R                                       0
 180  tovel         31/4/L/5/12                               L                                         0
 181  tovel         31/5/U/4/11                               u                                         0
 182  tovel         30/5/T/4/17                               17T                                       0
 183  tovel         29/6/E/6/3                                3E                                        0
 184  tovel         29/6/V/4/10                               V                                         0
 185  tovel         31/1/I/4/8                                i                                         0
 186  tovel         30/3/L/3/19                               19L                                       0
 187  tovel         29/1/M/4/7                                7M                                        0
 188  tovel         31/6/U/6/4                                U                                         0
 189  tovel         29/1/R/2/16                               r                                         0
 190  tovel         31/3/M/2/13                               13M                                       0
 191  tovel         29/2/W/4/15                               15W                                       0
 192  tovel         31/1/G/6/8                                G                                         0
 193  tovel         28/4/S/2/19                               s                                         0
 194  tovel         28/1/J/4/9                                9J                                        0
 195  tovel         28/5/T/4/10                               10T                                       0
 196  tovel         30/2/K/6/8                                K                                         0
 197  tovel         31/3/H/6/7                                h                                         0
 198  tovel         30/2/Z/2/21                               21Z                                       0
 199  tovel         31/3/V/6/12                               12V                                       0
 200  tovel         31/0/Z/5/8                                Z                                         0
 201  tovel         31/6/F/5/10                               f                                         0
 202  tovel         30/4/H/6/11                               11H                                       0
 203  tovel         30/3/M/2/26                               26M                                       0
 204  tovel         31/1/Y/3/16                               Y                                         0
 205  tovel         30/1/Z/6/8                                z                                         0
 206  tovel         30/2/B/2/15                               15B                                       0
 207  tovel         28/6/L/6/9                                9L                                        0
 208  tovel         31/4/T/5/12                               T                                         0
 209  tovel         30/2/X/6/6                                x                                         0
 210  tovel         30/3/X/6/7                                7X                                        0
 211  tovel         30/4/X/4/13                               13X                                       0
 212  tovel         28/1/N/2/21                               N                                         0
 213  tovel         29/4/C/2/4                                c                                         0
 214  tovel         30/0/V/2/16                               16V                                       0
 215  tovel         28/4/Q/4/12                               12Q                                       0
 216  tovel         28/6/U/2/17                               U                                         0
 217  tovel         29/2/I/5/8                                i                                         0
 218  tovel         28/4/S/4/12                               12S                                       0
 219  tovel         30/5/Y/4/11                               11Y                                       0
 220  tovel         30/6/V/4/11                               V                                         0
 221  tovel         30/1/Y/2/22                               y                                         0
 222  tovel         28/4/X/6/6                                6X                                        0
 223  tovel         29/6/E/2/17                               17E                                       0
 224  tovel         30/6/Q/6/4                                Q                                         0
 225  tovel         29/0/Z/5/8                                z                                         0
 226  tovel         31/2/E/4/15                               15E                                       0
 227  tovel         28/6/L/4/16                               16L                                       0
 228  tovel         30/5/S/3/10                               S                                         0
 229  tovel         31/0/U/2/9                                u                                         0
 230  tovel         30/6/F/4/11                               11F                                       0
 231  tovel         31/3/F/6/7                                7F                                        0
 232  tovel         31/1/Y/2/22                               Y                                         0
 233  tovel         31/5/E/5/11                               e                                         0
 234  tovel         30/4/R/4/11                               11R                                       0
 235  tovel         31/6/X/4/16                               16X                                       0
 236  tovel         28/4/M/2/19                               M                                         0
 237  tovel         28/4/Q/2/18                               q                                         0
 238  tovel         30/6/R/5/4                                4R                                        0
