Centaur Zendo round final (final)
round_id : 701df7922eab447caeeabebc3bc6cf1e
written  : 2026-09-05 03:35:57Z
presented=1720  answered=1491  correct=968  skipped=229
client answer latency: mean 0.779 ms  median 0.202 ms  max 9.097 ms  (n=1721)

 idx  name          clue                                      answer                                    score
------------------------------------------------------------------------------------------------------------
   0  wisbek        1:36\n7:42                                10:45                                     1
   1  kelmar        ...........................\n..........…  None                                      0
   2  dornic        4H 5H 6S 7H\n4C 9D 10C QC KH              4D 9S 10H QS KS                           1
   3  borsel        3 1 4 1\n1 2 1 2\n1 2 4 2                 1 3 2 3                                   1
   4  dornic        2D 2S JH QS\nAD AS 2H 4D QC\n4C 5S 8D 1…  4S 5D 8S 10H                              1
   5  borsel        6 6 2 5\n6 4 6 4\n6 6 1 6                 6 4 2 4                                   0
   6  tresk         BGGGRRGGGB\nBRRBRRB\nGGBBGG               RRRGGRRR                                  1
   7  tresk         RGGBGBGGGB\nGRBBBBB                       RGGGBGBB                                  1
   8  wisbek        3:12\n8:07                                10:05                                     1
   9  kelmar        ..............................\n.......…  None                                      0
  10  wisbek        7:00\n11:33                               1:55                                      1
  11  wisbek        1:55\n5:33\n8:30                          3:08                                      1
  12  basten        ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n...…  ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n...…  0
  13  tavrik        dull\nerror\nanal                         toss                                      1
  14  dornic        4S 5C JS KS\n3H 4D 5H 9S JH\nAH 8C 9D KD  3D 4C 5S 9H JD                            1
  15  basten        ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n......…  ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n......…  0
  16  tresk         GBBBBGGRR\nGGBBRGGR\nBBGGRG               BBGGRRG                                   1
  17  borsel        2 4 2 4\n4 4 1 3\n2 2 1 4                 4 1 1 3                                   1
  18  borsel        5 5 5 2\n4 3 5 5                          1 4 6 6                                   0
  19  tavrik        billy\nbark\nbooking                      barking                                   1
  20  tresk         GBGRRRRGBG\nBBRGRBB                       BGRRGRRGB                                 1
  21  wisbek        4:28\n11:55                               2:28                                      1
  22  basten        ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n.....…  ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n.....…  0
  23  wisbek        8:24\n11:33\n12:36                        10:30                                     1
  24  tresk         GGGRGBBBBB\nGRRRBG\nGGGRRRGR              GGGRRBBBG                                 1
  25  wisbek        1:26\n3:28\n10:35                         12:37                                     1
